booking_day,unit_code,zone,room_nights,tariff,site_visits,public_holiday,beds
2024-12-18,U03,zone_3,13,66.4,174,0,21
2024-12-19,U03,zone_3,18,73.74,128,0,21
2024-12-20,U03,zone_3,13,66.59,137,0,21
2024-12-21,U03,zone_3,30,63.17,223,0,21
2024-12-22,U03,zone_3,55,63.25,273,0,21
2024-12-23,U03,zone_3,38,76.7,208,0,21
2024-12-24,U03,zone_3,32,60.35,274,0,21
2024-12-25,U03,zone_3,25,67.56,157,0,21
2024-12-26,U03,zone_3,16,66.25,110,0,21
2024-12-27,U03,zone_3,21,74.65,117,0,21
2024-12-28,U03,zone_3,27,73.58,169,0,21
2024-12-29,U03,zone_3,35,64.32,274,0,21
2024-12-30,U03,zone_3,45,68.26,287,1,21
2024-12-31,U03,zone_3,29,72.91,211,1,21
2025-01-01,U03,zone_3,22,74.79,155,0,21
2025-01-02,U03,zone_3,22,63.52,130,0,21
2025-01-03,U03,zone_3,18,68.35,115,0,21
2025-01-04,U03,zone_3,22,73.72,201,0,21
2025-01-05,U03,zone_3,30,75.03,256,0,21
2025-01-06,U03,zone_3,26,63.74,288,0,21
2025-01-07,U03,zone_3,33,74.0,197,0,21
2025-01-08,U03,zone_3,18,75.77,138,0,21
2025-01-09,U03,zone_3,13,72.61,112,0,21
2025-01-10,U03,zone_3,15,74.89,145,0,21
2025-01-11,U03,zone_3,29,66.81,177,0,21
2025-01-12,U03,zone_3,45,62.1,267,0,21
2025-01-13,U03,zone_3,34,73.26,250,0,21
2025-01-14,U03,zone_3,42,54.48,272,0,21
2025-01-15,U03,zone_3,17,73.43,163,0,21
2025-01-16,U03,zone_3,18,75.79,111,0,21
2025-01-17,U03,zone_3,17,67.82,121,0,21
2025-01-18,U03,zone_3,19,69.67,180,0,21
2025-01-19,U03,zone_3,26,74.16,226,0,21
2025-01-20,U03,zone_3,28,77.36,233,0,21
2025-01-21,U03,zone_3,28,67.72,248,0,21
2025-01-22,U03,zone_3,20,64.81,160,0,21
2025-01-23,U03,zone_3,19,67.06,97,0,21
2025-01-24,U03,zone_3,23,65.5,115,0,21
2025-01-25,U03,zone_3,32,72.7,170,0,21
2025-01-26,U03,zone_3,44,63.07,247,0,21
2025-01-27,U03,zone_3,35,74.79,258,0,21
2025-01-28,U03,zone_3,26,70.62,208,0,21
2025-01-29,U03,zone_3,21,75.06,133,0,21
2025-01-30,U03,zone_3,14,75.12,92,0,21
2025-01-31,U03,zone_3,18,63.29,122,0,21
2025-02-01,U03,zone_3,19,77.81,173,0,21
2025-02-02,U03,zone_3,41,70.89,234,0,21
2025-02-03,U03,zone_3,37,68.02,241,0,21
2025-02-04,U03,zone_3,34,70.07,208,0,21
2025-02-05,U03,zone_3,24,63.78,171,0,21
2025-02-06,U03,zone_3,12,62.94,122,0,21
2025-02-07,U03,zone_3,10,76.58,100,0,21
2025-02-08,U03,zone_3,27,70.24,180,1,21
2025-02-09,U03,zone_3,23,71.35,236,1,21
2025-02-10,U03,zone_3,32,76.22,224,0,21
2025-02-11,U03,zone_3,30,67.13,229,0,21
2025-02-12,U03,zone_3,16,64.32,130,0,21
2025-02-13,U03,zone_3,22,68.59,93,0,21
2025-02-14,U03,zone_3,13,61.85,119,0,21
2025-02-15,U03,zone_3,14,73.42,148,0,21
2025-02-16,U03,zone_3,29,68.48,225,0,21
2025-02-17,U03,zone_3,29,68.0,240,0,21
2025-02-18,U03,zone_3,28,64.34,220,0,21
2025-02-19,U03,zone_3,32,68.65,153,0,21
2025-02-20,U03,zone_3,15,75.88,98,0,21
2025-02-21,U03,zone_3,19,66.3,129,0,21
2025-02-22,U03,zone_3,29,68.21,177,0,21
2025-02-23,U03,zone_3,26,71.81,193,0,21
2025-02-24,U03,zone_3,35,67.19,233,0,21
2025-02-25,U03,zone_3,28,71.34,207,0,21
2025-02-26,U03,zone_3,28,68.71,138,0,21
2025-02-27,U03,zone_3,22,61.8,113,0,21
2025-02-28,U03,zone_3,18,66.32,88,0,21
2025-03-01,U03,zone_3,24,77.03,160,0,21
2025-03-02,U03,zone_3,41,65.04,222,0,21
2025-03-03,U03,zone_3,38,71.54,216,0,21
2025-03-04,U03,zone_3,22,64.89,203,0,21
2025-03-05,U03,zone_3,15,67.24,136,0,21
2025-03-06,U03,zone_3,15,73.01,83,0,21
2025-03-07,U03,zone_3,18,73.21,119,0,21
2025-03-08,U03,zone_3,18,64.69,163,0,21
2025-03-09,U03,zone_3,23,71.67,210,0,21
2025-03-10,U03,zone_3,29,70.89,213,0,21
2025-03-11,U03,zone_3,27,67.34,196,0,21
2025-03-12,U03,zone_3,20,59.42,150,0,21
2025-03-13,U03,zone_3,12,74.59,100,0,21
2025-03-14,U03,zone_3,12,70.06,111,0,21
2025-03-15,U03,zone_3,18,67.66,151,0,21
2025-03-16,U03,zone_3,26,75.01,192,0,21
2025-03-17,U03,zone_3,29,81.36,194,0,21
2025-03-18,U03,zone_3,23,75.42,164,0,21
2025-03-19,U03,zone_3,18,69.48,114,0,21
2025-03-20,U03,zone_3,14,68.49,97,1,21
2025-03-21,U03,zone_3,11,68.0,101,1,21
2025-03-22,U03,zone_3,29,62.98,191,0,21
2025-03-23,U03,zone_3,27,70.97,191,0,21
2025-03-24,U03,zone_3,23,70.32,202,0,21
2025-03-25,U03,zone_3,27,74.82,159,0,21
2025-03-26,U03,zone_3,17,74.72,107,0,21
2025-03-27,U03,zone_3,8,75.52,78,0,21
2025-03-28,U03,zone_3,21,66.14,116,0,21
2025-03-29,U03,zone_3,30,70.83,141,0,21
2025-03-30,U03,zone_3,27,77.65,170,0,21
2025-03-31,U03,zone_3,24,74.46,216,0,21
2025-04-01,U03,zone_3,34,61.61,206,0,21
2025-04-02,U03,zone_3,17,68.09,131,0,21
2025-04-03,U03,zone_3,12,67.6,101,0,21
2025-04-04,U03,zone_3,19,69.79,89,0,21
2025-04-05,U03,zone_3,23,67.51,145,0,21
2025-04-06,U03,zone_3,23,74.43,176,0,21
2025-04-07,U03,zone_3,31,75.81,168,0,21
2025-04-08,U03,zone_3,18,64.46,174,0,21
2025-04-09,U03,zone_3,16,74.75,119,0,21
2025-04-10,U03,zone_3,13,73.56,63,0,21
2025-04-11,U03,zone_3,14,72.41,104,0,21
2025-04-12,U03,zone_3,22,76.01,119,0,21
2025-04-13,U03,zone_3,19,70.88,188,0,21
2025-04-14,U03,zone_3,28,69.13,207,0,21
2025-04-15,U03,zone_3,23,63.49,189,0,21
2025-04-16,U03,zone_3,14,74.16,112,0,21
2025-04-17,U03,zone_3,10,70.07,77,0,21
2025-04-18,U03,zone_3,18,61.92,98,0,21
2025-04-19,U03,zone_3,15,71.42,121,0,21
2025-04-20,U03,zone_3,22,61.96,198,0,21
2025-04-21,U03,zone_3,31,62.81,205,0,21
2025-04-22,U03,zone_3,38,59.78,158,0,21
2025-04-23,U03,zone_3,14,69.38,105,0,21
2025-04-24,U03,zone_3,9,68.96,81,0,21
2025-04-25,U03,zone_3,17,61.87,109,0,21
2025-04-26,U03,zone_3,23,66.67,131,0,21
2025-04-27,U03,zone_3,21,70.53,161,0,21
2025-04-28,U03,zone_3,30,66.18,199,0,21
2025-04-29,U03,zone_3,19,68.57,141,1,21
2025-04-30,U03,zone_3,15,59.53,119,1,21
2025-05-01,U03,zone_3,14,71.58,72,0,21
2025-05-02,U03,zone_3,9,70.23,95,0,21
2025-05-03,U03,zone_3,19,70.69,136,0,21
2025-05-04,U03,zone_3,26,80.46,159,0,21
2025-05-05,U03,zone_3,23,68.72,172,0,21
2025-05-06,U03,zone_3,17,69.78,133,0,21
2025-05-07,U03,zone_3,24,74.11,103,0,21
2025-05-08,U03,zone_3,6,78.32,74,0,21
2025-05-09,U03,zone_3,5,65.53,111,0,21
2025-05-10,U03,zone_3,26,73.5,133,0,21
2025-05-11,U03,zone_3,25,72.71,137,0,21
2025-05-12,U03,zone_3,26,67.46,171,0,21
2025-05-13,U03,zone_3,23,74.72,127,0,21
2025-05-14,U03,zone_3,16,67.44,114,0,21
2025-05-15,U03,zone_3,4,70.35,67,0,21
2025-05-16,U03,zone_3,16,69.85,79,0,21
2025-05-17,U03,zone_3,16,72.74,123,0,21
2025-05-18,U03,zone_3,23,64.78,172,0,21
2025-05-19,U03,zone_3,18,70.25,175,0,21
2025-05-20,U03,zone_3,19,73.41,144,0,21
2025-05-21,U03,zone_3,14,71.11,101,0,21
2025-05-22,U03,zone_3,14,65.66,86,0,21
2025-05-23,U03,zone_3,20,63.03,112,0,21
2025-05-24,U03,zone_3,17,71.6,145,0,21
2025-05-25,U03,zone_3,24,67.3,158,0,21
2025-05-26,U03,zone_3,30,72.33,160,0,21
2025-05-27,U03,zone_3,13,74.94,128,0,21
2025-05-28,U03,zone_3,19,61.29,105,0,21
2025-05-29,U03,zone_3,16,73.66,66,0,21
2025-05-30,U03,zone_3,7,67.47,95,0,21
2025-05-31,U03,zone_3,17,75.28,117,0,21
2025-06-01,U03,zone_3,18,67.63,164,0,21
2025-06-02,U03,zone_3,21,73.97,169,0,21
2025-06-03,U03,zone_3,19,79.42,143,0,21
2025-06-04,U03,zone_3,16,72.39,87,0,21
2025-06-05,U03,zone_3,15,63.71,75,0,21
2025-06-06,U03,zone_3,12,67.53,97,0,21
2025-06-07,U03,zone_3,22,71.06,141,0,21
2025-06-08,U03,zone_3,25,70.4,155,1,21
2025-06-09,U03,zone_3,17,73.99,183,1,21
2025-06-10,U03,zone_3,11,72.33,130,0,21
2025-06-11,U03,zone_3,17,67.85,142,0,21
2025-06-12,U03,zone_3,8,69.56,71,0,21
2025-06-13,U03,zone_3,14,81.4,77,0,21
2025-06-14,U03,zone_3,18,60.24,151,0,21
2025-06-15,U03,zone_3,20,71.8,185,0,21
2025-06-16,U03,zone_3,38,74.28,174,0,21
2025-06-17,U03,zone_3,27,63.02,173,0,21
2025-06-18,U03,zone_3,16,64.68,118,0,21
2025-06-19,U03,zone_3,12,83.27,70,0,21
2025-06-20,U03,zone_3,13,76.7,91,0,21
2025-06-21,U03,zone_3,25,68.28,135,0,21
2025-06-22,U03,zone_3,23,75.1,151,0,21
2025-06-23,U03,zone_3,29,66.45,186,0,21
2025-06-24,U03,zone_3,15,80.5,160,0,21
2025-06-25,U03,zone_3,9,69.19,103,0,21
2025-06-26,U03,zone_3,8,70.59,88,0,21
2025-06-27,U03,zone_3,9,75.4,105,0,21
2025-06-28,U03,zone_3,22,79.26,130,0,21
2025-06-29,U03,zone_3,19,73.16,169,0,21
2025-06-30,U03,zone_3,21,64.75,200,0,21
2025-07-01,U03,zone_3,27,61.92,181,0,21
2025-07-02,U03,zone_3,16,75.86,82,0,21
2025-07-03,U03,zone_3,8,72.26,85,0,21
2025-07-04,U03,zone_3,17,73.92,90,0,21
2025-07-05,U03,zone_3,22,71.09,121,0,21
2025-07-06,U03,zone_3,21,73.18,176,0,21
2025-07-07,U03,zone_3,23,73.9,178,0,21
2025-07-08,U03,zone_3,18,71.21,143,0,21
2025-07-09,U03,zone_3,11,75.24,104,0,21
2025-07-10,U03,zone_3,10,73.06,77,0,21
2025-07-11,U03,zone_3,17,68.31,97,0,21
2025-07-12,U03,zone_3,23,69.16,141,0,21
2025-07-13,U03,zone_3,25,76.88,153,0,21
2025-07-14,U03,zone_3,25,70.42,188,0,21
2025-07-15,U03,zone_3,27,66.64,185,0,21
2025-07-16,U03,zone_3,15,78.11,83,0,21
2025-07-17,U03,zone_3,13,65.09,95,0,21
2025-07-18,U03,zone_3,11,69.01,92,1,21
2025-07-19,U03,zone_3,13,77.84,141,1,21
2025-07-20,U03,zone_3,21,69.54,202,0,21
2025-07-21,U03,zone_3,26,71.67,186,0,21
2025-07-22,U03,zone_3,23,66.61,161,0,21
2025-07-23,U03,zone_3,17,72.24,126,0,21
2025-07-24,U03,zone_3,11,61.48,95,0,21
2025-07-25,U03,zone_3,12,68.54,92,0,21
2025-07-26,U03,zone_3,16,78.91,124,0,21
2025-07-27,U03,zone_3,33,62.76,210,0,21
2025-07-28,U03,zone_3,31,73.56,206,0,21
2025-07-29,U03,zone_3,29,67.03,172,0,21
2025-07-30,U03,zone_3,16,65.8,112,0,21
2025-07-31,U03,zone_3,19,67.36,89,0,21
2025-08-01,U03,zone_3,6,78.85,93,0,21
2025-08-02,U03,zone_3,20,72.88,128,0,21
2025-08-03,U03,zone_3,27,64.73,193,0,21
2025-08-04,U03,zone_3,37,72.85,199,0,21
2025-08-05,U03,zone_3,24,67.61,181,0,21
2025-08-06,U03,zone_3,12,65.05,129,0,21
2025-08-07,U03,zone_3,12,72.77,81,0,21
2025-08-08,U03,zone_3,19,73.01,88,0,21
2025-08-09,U03,zone_3,24,69.61,165,0,21
2025-08-10,U03,zone_3,28,59.17,247,0,21
2025-08-11,U03,zone_3,32,78.0,164,0,21
2025-08-12,U03,zone_3,26,68.61,173,0,21
2025-08-13,U03,zone_3,14,77.3,126,0,21
2025-08-14,U03,zone_3,17,64.9,97,0,21
2025-08-15,U03,zone_3,16,67.88,97,0,21
2025-08-16,U03,zone_3,21,63.75,182,0,21
2025-08-17,U03,zone_3,26,72.94,179,0,21
2025-08-18,U03,zone_3,31,80.51,194,0,21
2025-08-19,U03,zone_3,34,69.15,193,0,21
2025-08-20,U03,zone_3,11,64.52,130,0,21
2025-08-21,U03,zone_3,23,65.99,102,0,21
2025-08-22,U03,zone_3,16,79.34,90,0,21
2025-08-23,U03,zone_3,30,66.02,175,0,21
2025-08-24,U03,zone_3,20,73.0,206,0,21
2025-08-25,U03,zone_3,29,77.07,203,0,21
2025-08-26,U03,zone_3,27,73.47,165,0,21
2025-08-27,U03,zone_3,15,64.22,124,1,21
2025-08-28,U03,zone_3,17,69.99,97,1,21
2025-08-29,U03,zone_3,13,73.69,109,0,21
2025-08-30,U03,zone_3,18,66.07,184,0,21
2025-08-31,U03,zone_3,40,62.13,250,0,21
2025-09-01,U03,zone_3,28,71.73,213,0,21
2025-09-02,U03,zone_3,19,72.98,178,0,21
2025-09-03,U03,zone_3,21,73.97,120,0,21
2025-09-04,U03,zone_3,12,66.41,93,0,21
2025-09-05,U03,zone_3,11,57.27,132,0,21
2025-09-06,U03,zone_3,18,71.98,170,0,21
2025-09-07,U03,zone_3,24,71.87,197,0,21
2025-09-08,U03,zone_3,33,68.31,225,0,21
2025-09-09,U03,zone_3,22,79.26,189,0,21
2025-09-10,U03,zone_3,14,69.2,154,0,21
2025-09-11,U03,zone_3,15,65.24,106,0,21
2025-09-12,U03,zone_3,20,72.45,107,0,21
2025-09-13,U03,zone_3,28,69.43,177,0,21
2025-09-14,U03,zone_3,32,62.7,252,0,21
2025-09-15,U03,zone_3,27,72.33,229,0,21
2025-09-16,U03,zone_3,32,74.55,191,0,21
2025-09-17,U03,zone_3,23,69.72,143,0,21
2025-09-18,U03,zone_3,12,68.14,107,0,21
2025-09-19,U03,zone_3,16,74.62,107,0,21
2025-09-20,U03,zone_3,18,72.64,169,0,21
2025-09-21,U03,zone_3,34,69.08,203,0,21
2025-09-22,U03,zone_3,37,75.76,220,0,21
2025-09-23,U03,zone_3,32,69.64,184,0,21
2025-09-24,U03,zone_3,24,70.1,150,0,21
2025-09-25,U03,zone_3,17,58.45,117,0,21
2025-09-26,U03,zone_3,7,68.21,124,0,21
2025-09-27,U03,zone_3,30,61.49,202,0,21
2025-09-28,U03,zone_3,30,76.54,204,0,21
2025-09-29,U03,zone_3,36,66.39,235,0,21
2025-09-30,U03,zone_3,23,76.78,217,0,21
2025-10-01,U03,zone_3,33,62.27,176,0,21
2025-10-02,U03,zone_3,14,68.14,100,0,21
2025-10-03,U03,zone_3,18,64.39,139,0,21
2025-10-04,U03,zone_3,18,68.01,179,0,21
2025-10-05,U03,zone_3,36,66.4,252,0,21
2025-10-06,U03,zone_3,30,70.81,251,1,21
2025-10-07,U03,zone_3,26,68.32,200,1,21
2025-10-08,U03,zone_3,16,69.6,126,0,21
2025-10-09,U03,zone_3,15,71.07,92,0,21
2025-10-10,U03,zone_3,23,75.41,130,0,21
2025-10-11,U03,zone_3,22,71.81,178,0,21
2025-10-12,U03,zone_3,37,68.6,241,0,21
2025-10-13,U03,zone_3,36,68.7,263,0,21
2025-10-14,U03,zone_3,26,66.8,204,0,21
2025-10-15,U03,zone_3,17,72.33,146,0,21
2025-10-16,U03,zone_3,19,67.57,129,0,21
2025-10-17,U03,zone_3,15,75.39,107,0,21
2025-10-18,U03,zone_3,16,69.13,161,0,21
2025-10-19,U03,zone_3,49,64.17,258,0,21
2025-10-20,U03,zone_3,34,73.79,212,0,21
2025-10-21,U03,zone_3,33,72.32,212,0,21
2025-10-22,U03,zone_3,23,75.87,158,0,21
2025-10-23,U03,zone_3,15,70.02,102,0,21
2025-10-24,U03,zone_3,13,62.62,141,0,21
2025-10-25,U03,zone_3,23,69.69,190,0,21
2024-09-01,U04,zone_0,33,72.08,242,1,22
2024-09-02,U04,zone_0,41,66.75,264,1,22
2024-09-03,U04,zone_0,32,66.97,205,0,22
2024-09-04,U04,zone_0,21,70.72,112,0,22
2024-09-05,U04,zone_0,10,73.48,116,0,22
2024-09-06,U04,zone_0,23,70.3,134,0,22
2024-09-07,U04,zone_0,37,63.54,237,0,22
2024-09-08,U04,zone_0,36,69.69,254,0,22
2024-09-09,U04,zone_0,40,68.91,231,0,22
2024-09-10,U04,zone_0,23,76.02,197,0,22
2024-09-11,U04,zone_0,20,64.63,144,0,22
2024-09-12,U04,zone_0,19,70.92,95,0,22
2024-09-13,U04,zone_0,25,61.66,148,0,22
2024-09-14,U04,zone_0,24,71.67,216,0,22
2024-09-15,U04,zone_0,38,73.84,252,0,22
2024-09-16,U04,zone_0,36,72.21,261,0,22
2024-09-17,U04,zone_0,28,61.93,227,0,22
2024-09-18,U04,zone_0,16,59.6,154,0,22
2024-09-19,U04,zone_0,19,87.35,100,0,22
2024-09-20,U04,zone_0,22,70.07,148,0,22
2024-09-21,U04,zone_0,27,73.06,216,0,22
2024-09-22,U04,zone_0,38,65.45,296,0,22
2024-09-23,U04,zone_0,36,73.47,234,0,22
2024-09-24,U04,zone_0,38,65.17,244,0,22
2024-09-25,U04,zone_0,19,67.16,143,0,22
2024-09-26,U04,zone_0,18,62.01,124,0,22
2024-09-27,U04,zone_0,14,69.89,160,0,22
2024-09-28,U04,zone_0,37,70.26,223,0,22
2024-09-29,U04,zone_0,54,67.44,311,0,22
2024-09-30,U04,zone_0,38,70.23,286,0,22
2024-10-01,U04,zone_0,33,69.1,218,0,22
2024-10-02,U04,zone_0,16,71.91,141,0,22
2024-10-03,U04,zone_0,15,70.27,127,0,22
2024-10-04,U04,zone_0,27,69.63,165,0,22
2024-10-05,U04,zone_0,42,68.53,239,0,22
2024-10-06,U04,zone_0,38,77.22,246,0,22
2024-10-07,U04,zone_0,45,70.8,277,0,22
2024-10-08,U04,zone_0,20,71.5,199,0,22
2024-10-09,U04,zone_0,27,76.76,148,0,22
2024-10-10,U04,zone_0,21,75.55,106,0,22
2024-10-11,U04,zone_0,17,77.46,155,1,22
2024-10-12,U04,zone_0,32,78.26,213,1,22
2024-10-13,U04,zone_0,31,69.62,261,0,22
2024-10-14,U04,zone_0,48,74.81,269,0,22
2024-10-15,U04,zone_0,31,71.51,221,0,22
2024-10-16,U04,zone_0,23,66.27,177,0,22
2024-10-17,U04,zone_0,10,66.93,122,0,22
2024-10-18,U04,zone_0,20,66.45,172,0,22
2024-10-19,U04,zone_0,34,73.15,225,0,22
2024-10-20,U04,zone_0,60,68.44,323,0,22
2024-10-21,U04,zone_0,42,74.0,277,0,22
2024-10-22,U04,zone_0,31,74.08,221,0,22
2024-10-23,U04,zone_0,16,77.37,146,0,22
2024-10-24,U04,zone_0,19,66.64,132,0,22
2024-10-25,U04,zone_0,16,70.64,169,0,22
2024-10-26,U04,zone_0,32,69.88,242,0,22
2024-10-27,U04,zone_0,49,68.93,299,0,22
2024-10-28,U04,zone_0,48,71.46,273,0,22
2024-10-29,U04,zone_0,26,65.46,218,0,22
2024-10-30,U04,zone_0,16,74.93,133,0,22
2024-10-31,U04,zone_0,21,66.83,133,0,22
2024-11-01,U04,zone_0,17,68.31,183,0,22
2024-11-02,U04,zone_0,34,75.43,223,0,22
2024-11-03,U04,zone_0,36,71.07,256,0,22
2024-11-04,U04,zone_0,44,67.65,326,0,22
2024-11-05,U04,zone_0,36,55.29,283,0,22
2024-11-06,U04,zone_0,29,67.12,149,0,22
2024-11-07,U04,zone_0,22,70.49,105,0,22
2024-11-08,U04,zone_0,22,71.19,157,0,22
2024-11-09,U04,zone_0,42,67.81,253,0,22
2024-11-10,U04,zone_0,45,68.55,293,0,22
2024-11-11,U04,zone_0,41,67.72,297,0,22
2024-11-12,U04,zone_0,35,67.82,244,0,22
2024-11-13,U04,zone_0,22,69.95,145,0,22
2024-11-14,U04,zone_0,13,68.07,125,0,22
2024-11-15,U04,zone_0,15,72.2,152,0,22
2024-11-16,U04,zone_0,48,65.64,255,0,22
2024-11-17,U04,zone_0,45,71.27,276,0,22
2024-11-18,U04,zone_0,36,74.12,270,0,22
2024-11-19,U04,zone_0,44,68.95,250,0,22
2024-11-20,U04,zone_0,24,71.11,153,1,22
2024-11-21,U04,zone_0,20,63.2,133,1,22
2024-11-22,U04,zone_0,22,62.95,160,0,22
2024-11-23,U04,zone_0,30,70.32,240,0,22
2024-11-24,U04,zone_0,46,64.44,329,0,22
2024-11-25,U04,zone_0,47,63.25,338,0,22
2024-11-26,U04,zone_0,32,74.99,209,0,22
2024-11-27,U04,zone_0,31,61.29,203,0,22
2024-11-28,U04,zone_0,22,68.03,141,0,22
2024-11-29,U04,zone_0,20,64.43,156,0,22
2024-11-30,U04,zone_0,36,67.3,260,0,22
2024-12-01,U04,zone_0,39,65.07,331,0,22
2024-12-02,U04,zone_0,40,63.78,314,0,22
2024-12-03,U04,zone_0,32,70.28,241,0,22
2024-12-04,U04,zone_0,19,68.94,181,0,22
2024-12-05,U04,zone_0,25,67.82,122,0,22
2024-12-06,U04,zone_0,28,67.42,162,0,22
2024-12-07,U04,zone_0,31,73.24,220,0,22
2024-12-08,U04,zone_0,42,72.65,298,0,22
2024-12-09,U04,zone_0,45,67.46,301,0,22
2024-12-10,U04,zone_0,39,65.46,258,0,22
2024-12-11,U04,zone_0,21,76.3,168,0,22
2024-12-12,U04,zone_0,25,71.65,134,0,22
2024-12-13,U04,zone_0,30,62.38,193,0,22
2024-12-14,U04,zone_0,41,69.08,225,0,22
2024-12-15,U04,zone_0,35,70.18,310,0,22
2024-12-16,U04,zone_0,42,75.0,303,0,22
2024-12-17,U04,zone_0,30,71.99,242,0,22
2024-12-18,U04,zone_0,25,69.04,156,0,22
2024-12-19,U04,zone_0,21,66.85,102,0,22
2024-12-20,U04,zone_0,27,75.91,175,0,22
2024-12-21,U04,zone_0,32,71.3,261,0,22
2024-12-22,U04,zone_0,29,73.56,275,0,22
2024-12-23,U04,zone_0,43,76.42,256,0,22
2024-12-24,U04,zone_0,35,68.51,222,0,22
2024-12-25,U04,zone_0,29,70.52,152,0,22
2024-12-26,U04,zone_0,16,69.8,116,0,22
2024-12-27,U04,zone_0,25,69.03,151,0,22
2024-12-28,U04,zone_0,42,64.81,244,0,22
2024-12-29,U04,zone_0,45,71.05,291,0,22
2024-12-30,U04,zone_0,51,73.86,278,1,22
2024-12-31,U04,zone_0,19,72.87,206,1,22
2025-01-01,U04,zone_0,26,66.94,158,0,22
2025-01-02,U04,zone_0,15,83.36,114,0,22
2025-01-03,U04,zone_0,19,70.37,149,0,22
2025-01-04,U04,zone_0,30,69.91,231,0,22
2025-01-05,U04,zone_0,36,76.49,285,0,22
2025-01-06,U04,zone_0,54,72.4,269,0,22
2025-01-07,U04,zone_0,44,63.59,235,0,22
2025-01-08,U04,zone_0,18,81.3,143,0,22
2025-01-09,U04,zone_0,27,60.31,127,0,22
2025-01-10,U04,zone_0,13,72.48,144,0,22
2025-01-11,U04,zone_0,32,69.33,234,0,22
2025-01-12,U04,zone_0,44,71.52,277,0,22
2025-01-13,U04,zone_0,31,72.08,254,0,22
2025-01-14,U04,zone_0,37,67.75,223,0,22
2025-01-15,U04,zone_0,23,65.88,147,0,22
2025-01-16,U04,zone_0,18,62.86,146,0,22
2025-01-17,U04,zone_0,18,67.83,160,0,22
2025-01-18,U04,zone_0,26,71.37,218,0,22
2025-01-19,U04,zone_0,54,68.72,318,0,22
2025-01-20,U04,zone_0,54,68.15,266,0,22
2025-01-21,U04,zone_0,34,70.44,198,0,22
2025-01-22,U04,zone_0,19,63.03,179,0,22
2025-01-23,U04,zone_0,13,70.63,118,0,22
2025-01-24,U04,zone_0,18,62.73,182,0,22
2025-01-25,U04,zone_0,23,68.11,236,0,22
2025-01-26,U04,zone_0,50,65.78,277,0,22
2025-01-27,U04,zone_0,36,74.9,248,0,22
2025-01-28,U04,zone_0,27,65.98,258,0,22
2025-01-29,U04,zone_0,13,76.05,134,0,22
2025-01-30,U04,zone_0,19,62.8,151,0,22
2025-01-31,U04,zone_0,16,69.14,159,0,22
2025-02-01,U04,zone_0,30,64.07,238,0,22
2025-02-02,U04,zone_0,48,68.37,307,0,22
2025-02-03,U04,zone_0,53,63.47,318,0,22
2025-02-04,U04,zone_0,32,67.25,227,0,22
2025-02-05,U04,zone_0,18,72.49,135,0,22
2025-02-06,U04,zone_0,11,72.55,103,0,22
2025-02-07,U04,zone_0,16,67.92,131,0,22
2025-02-08,U04,zone_0,25,67.19,267,1,22
2025-02-09,U04,zone_0,40,62.03,324,1,22
2025-02-10,U04,zone_0,42,63.91,287,0,22
2025-02-11,U04,zone_0,40,70.47,210,0,22
2025-02-12,U04,zone_0,13,71.15,145,0,22
2025-02-13,U04,zone_0,21,69.36,122,0,22
2025-02-14,U04,zone_0,20,68.42,146,0,22
2025-02-15,U04,zone_0,33,68.19,195,0,22
2025-02-16,U04,zone_0,38,65.5,286,0,22
2025-02-17,U04,zone_0,43,67.67,254,0,22
2025-02-18,U04,zone_0,32,69.37,208,0,22
2025-02-19,U04,zone_0,20,68.89,137,0,22
2025-02-20,U04,zone_0,9,76.57,111,0,22
2025-02-21,U04,zone_0,28,67.12,158,0,22
2025-02-22,U04,zone_0,26,72.13,231,0,22
2025-02-23,U04,zone_0,31,68.0,268,0,22
2025-02-24,U04,zone_0,38,63.16,249,0,22
2025-02-25,U04,zone_0,25,69.56,195,0,22
2025-02-26,U04,zone_0,14,73.02,147,0,22
2025-02-27,U04,zone_0,25,66.52,101,0,22
2025-02-28,U04,zone_0,16,70.17,132,0,22
2025-03-01,U04,zone_0,33,68.03,189,0,22
2025-03-02,U04,zone_0,45,77.27,247,0,22
2025-03-03,U04,zone_0,30,69.87,233,0,22
2025-03-04,U04,zone_0,33,67.67,201,0,22
2025-03-05,U04,zone_0,16,70.31,133,0,22
2025-03-06,U04,zone_0,18,70.53,96,0,22
2025-03-07,U04,zone_0,16,74.91,127,0,22
2025-03-08,U04,zone_0,33,68.0,198,0,22
2025-03-09,U04,zone_0,42,73.86,192,0,22
2025-03-10,U04,zone_0,33,70.68,213,0,22
2025-03-11,U04,zone_0,19,72.23,201,0,22
2025-03-12,U04,zone_0,22,71.61,139,0,22
2025-03-13,U04,zone_0,11,73.23,111,0,22
2025-03-14,U04,zone_0,17,75.32,128,0,22
2025-03-15,U04,zone_0,30,66.01,202,0,22
2025-03-16,U04,zone_0,48,63.71,260,0,22
2025-03-17,U04,zone_0,37,68.1,229,0,22
2025-03-18,U04,zone_0,31,71.91,171,0,22
2025-03-19,U04,zone_0,28,68.83,139,0,22
2025-03-20,U04,zone_0,20,65.68,107,1,22
2025-03-21,U04,zone_0,18,66.58,141,1,22
2025-03-22,U04,zone_0,30,62.82,226,0,22
2025-03-23,U04,zone_0,36,78.88,222,0,22
2025-03-24,U04,zone_0,31,69.55,235,0,22
