city_code,city,province,checkin,observed_so_far,predicted_demand,predicted_remaining
3478,behnamir,mazandaran,2025-11-30,0,3,3
3478,behnamir,mazandaran,2025-12-01,0,3,3
3478,behnamir,mazandaran,2025-12-02,0,3,3
3478,behnamir,mazandaran,2025-12-03,2,10,8
3478,behnamir,mazandaran,2025-12-04,2,18,16
3478,behnamir,mazandaran,2025-12-05,0,3,3
3478,behnamir,mazandaran,2025-12-06,2,5,3
3478,behnamir,mazandaran,2025-12-07,5,9,4
3478,behnamir,mazandaran,2025-12-08,0,3,3
3478,behnamir,mazandaran,2025-12-09,0,3,3
3478,behnamir,mazandaran,2025-12-10,2,8,6
3478,behnamir,mazandaran,2025-12-11,2,14,12
3478,behnamir,mazandaran,2025-12-12,3,7,4
3478,behnamir,mazandaran,2025-12-13,3,7,4
3478,behnamir,mazandaran,2025-12-14,2,5,3
3478,behnamir,mazandaran,2025-12-15,2,6,4
3478,behnamir,mazandaran,2025-12-16,0,4,4
3478,behnamir,mazandaran,2025-12-17,0,8,8
3478,behnamir,mazandaran,2025-12-18,1,12,11
3478,behnamir,mazandaran,2025-12-19,0,5,5
3478,behnamir,mazandaran,2025-12-20,0,3,3
3478,behnamir,mazandaran,2025-12-21,0,3,3
3333,behshahr,mazandaran,2025-11-22,582,665,83
3333,behshahr,mazandaran,2025-11-23,485,624,139
3333,behshahr,mazandaran,2025-11-24,359,545,186
3333,behshahr,mazandaran,2025-11-25,407,622,215
3333,behshahr,mazandaran,2025-11-26,334,718,384
3333,behshahr,mazandaran,2025-11-27,438,1115,677
3333,behshahr,mazandaran,2025-11-28,135,372,237
3333,behshahr,mazandaran,2025-11-29,112,299,187
3333,behshahr,mazandaran,2025-11-30,71,273,202
3333,behshahr,mazandaran,2025-12-01,99,316,217
3333,behshahr,mazandaran,2025-12-02,127,382,255
3333,behshahr,mazandaran,2025-12-03,114,518,404
3333,behshahr,mazandaran,2025-12-04,138,975,837
3333,behshahr,mazandaran,2025-12-05,44,314,270
3333,behshahr,mazandaran,2025-12-06,54,329,275
3333,behshahr,mazandaran,2025-12-07,47,310,263
3333,behshahr,mazandaran,2025-12-08,61,323,262
3333,behshahr,mazandaran,2025-12-09,40,309,269
3333,behshahr,mazandaran,2025-12-10,86,481,395
3333,behshahr,mazandaran,2025-12-11,105,1077,972
3333,behshahr,mazandaran,2025-12-12,37,317,280
3333,behshahr,mazandaran,2025-12-13,44,298,254
3333,behshahr,mazandaran,2025-12-14,31,260,229
3333,behshahr,mazandaran,2025-12-15,31,320,289
3333,behshahr,mazandaran,2025-12-16,42,376,334
3333,behshahr,mazandaran,2025-12-17,28,457,429
3333,behshahr,mazandaran,2025-12-18,51,758,707
3333,behshahr,mazandaran,2025-12-19,20,348,328
3333,behshahr,mazandaran,2025-12-20,19,287,268
3333,behshahr,mazandaran,2025-12-21,9,214,205
6379,bejestan,khorasan_razavi,2025-11-22,0,0,0
6379,bejestan,khorasan_razavi,2025-11-23,0,0,0
6379,bejestan,khorasan_razavi,2025-11-24,0,0,0
6379,bejestan,khorasan_razavi,2025-11-25,0,0,0
6379,bejestan,khorasan_razavi,2025-11-26,0,0,0
6379,bejestan,khorasan_razavi,2025-11-27,0,0,0
6379,bejestan,khorasan_razavi,2025-11-28,0,0,0
6379,bejestan,khorasan_razavi,2025-11-29,0,0,0
6379,bejestan,khorasan_razavi,2025-11-30,0,0,0
6379,bejestan,khorasan_razavi,2025-12-01,0,0,0
6379,bejestan,khorasan_razavi,2025-12-02,0,0,0
6379,bejestan,khorasan_razavi,2025-12-03,0,0,0
6379,bejestan,khorasan_razavi,2025-12-04,0,0,0
6379,bejestan,khorasan_razavi,2025-12-05,0,0,0
6379,bejestan,khorasan_razavi,2025-12-06,0,0,0
6379,bejestan,khorasan_razavi,2025-12-07,0,0,0
6379,bejestan,khorasan_razavi,2025-12-08,0,0,0
6379,bejestan,khorasan_razavi,2025-12-09,0,0,0
6379,bejestan,khorasan_razavi,2025-12-10,0,0,0
6379,bejestan,khorasan_razavi,2025-12-11,0,0,0
6379,bejestan,khorasan_razavi,2025-12-12,0,0,0
6379,bejestan,khorasan_razavi,2025-12-13,0,0,0
6379,bejestan,khorasan_razavi,2025-12-14,0,0,0
6379,bejestan,khorasan_razavi,2025-12-15,0,0,0
6379,bejestan,khorasan_razavi,2025-12-16,0,0,0
6379,bejestan,khorasan_razavi,2025-12-17,0,0,0
6379,bejestan,khorasan_razavi,2025-12-18,0,0,0
6379,bejestan,khorasan_razavi,2025-12-19,0,0,0
6379,bejestan,khorasan_razavi,2025-12-20,0,0,0
6379,bejestan,khorasan_razavi,2025-12-21,0,0,0
3752,bika,hormozgan,2025-11-22,0,0,0
3752,bika,hormozgan,2025-11-23,0,0,0
3752,bika,hormozgan,2025-11-24,0,0,0
3752,bika,hormozgan,2025-11-25,0,0,0
3752,bika,hormozgan,2025-11-26,0,0,0
3752,bika,hormozgan,2025-11-27,0,0,0
3752,bika,hormozgan,2025-11-28,0,0,0
3752,bika,hormozgan,2025-11-29,0,0,0
3752,bika,hormozgan,2025-11-30,0,0,0
3752,bika,hormozgan,2025-12-01,0,0,0
3752,bika,hormozgan,2025-12-02,0,0,0
3752,bika,hormozgan,2025-12-03,0,0,0
3752,bika,hormozgan,2025-12-04,0,0,0
3752,bika,hormozgan,2025-12-05,0,0,0
3752,bika,hormozgan,2025-12-06,0,0,0
3752,bika,hormozgan,2025-12-07,0,0,0
3752,bika,hormozgan,2025-12-08,0,0,0
3752,bika,hormozgan,2025-12-09,0,0,0
3752,bika,hormozgan,2025-12-10,0,0,0
3752,bika,hormozgan,2025-12-11,0,0,0
3752,bika,hormozgan,2025-12-12,0,0,0
3752,bika,hormozgan,2025-12-13,0,0,0
3752,bika,hormozgan,2025-12-14,0,0,0
3752,bika,hormozgan,2025-12-15,0,0,0
3752,bika,hormozgan,2025-12-16,0,0,0
3752,bika,hormozgan,2025-12-17,0,0,0
3752,bika,hormozgan,2025-12-18,0,0,0
3752,bika,hormozgan,2025-12-19,0,0,0
3752,bika,hormozgan,2025-12-20,0,0,0
3752,bika,hormozgan,2025-12-21,0,0,0
7599,binalood,khorasan_razavi,2025-11-22,1,1,0
7599,binalood,khorasan_razavi,2025-11-23,1,1,0
7599,binalood,khorasan_razavi,2025-11-24,1,1,0
7599,binalood,khorasan_razavi,2025-11-25,0,0,0
7599,binalood,khorasan_razavi,2025-11-26,0,0,0
7599,binalood,khorasan_razavi,2025-11-27,0,0,0
7599,binalood,khorasan_razavi,2025-11-28,0,0,0
7599,binalood,khorasan_razavi,2025-11-29,0,0,0
7599,binalood,khorasan_razavi,2025-11-30,0,0,0
7599,binalood,khorasan_razavi,2025-12-01,0,0,0
7599,binalood,khorasan_razavi,2025-12-02,0,0,0
7599,binalood,khorasan_razavi,2025-12-03,0,0,0
7599,binalood,khorasan_razavi,2025-12-04,0,0,0
7599,binalood,khorasan_razavi,2025-12-05,0,0,0
7599,binalood,khorasan_razavi,2025-12-06,0,0,0
7599,binalood,khorasan_razavi,2025-12-07,0,0,0
7599,binalood,khorasan_razavi,2025-12-08,0,0,0
7599,binalood,khorasan_razavi,2025-12-09,0,0,0
7599,binalood,khorasan_razavi,2025-12-10,0,0,0
7599,binalood,khorasan_razavi,2025-12-11,0,0,0
7599,binalood,khorasan_razavi,2025-12-12,0,0,0
7599,binalood,khorasan_razavi,2025-12-13,0,0,0
7599,binalood,khorasan_razavi,2025-12-14,0,0,0
7599,binalood,khorasan_razavi,2025-12-15,0,0,0
7599,binalood,khorasan_razavi,2025-12-16,0,0,0
7599,binalood,khorasan_razavi,2025-12-17,0,0,0
7599,binalood,khorasan_razavi,2025-12-18,0,0,0
7599,binalood,khorasan_razavi,2025-12-19,0,0,0
7599,binalood,khorasan_razavi,2025-12-20,0,0,0
7599,binalood,khorasan_razavi,2025-12-21,0,0,0
9647,buin_va_miandasht,isfahan,2025-11-22,0,0,0
9647,buin_va_miandasht,isfahan,2025-11-23,0,0,0
9647,buin_va_miandasht,isfahan,2025-11-24,0,0,0
9647,buin_va_miandasht,isfahan,2025-11-25,0,0,0
9647,buin_va_miandasht,isfahan,2025-11-26,0,0,0
9647,buin_va_miandasht,isfahan,2025-11-27,0,0,0
9647,buin_va_miandasht,isfahan,2025-11-28,0,0,0
9647,buin_va_miandasht,isfahan,2025-11-29,0,0,0
9647,buin_va_miandasht,isfahan,2025-11-30,0,0,0
9647,buin_va_miandasht,isfahan,2025-12-01,0,0,0
9647,buin_va_miandasht,isfahan,2025-12-02,0,0,0
9647,buin_va_miandasht,isfahan,2025-12-03,0,0,0
9647,buin_va_miandasht,isfahan,2025-12-04,0,0,0
9647,buin_va_miandasht,isfahan,2025-12-05,0,0,0
9647,buin_va_miandasht,isfahan,2025-12-06,0,0,0
9647,buin_va_miandasht,isfahan,2025-12-07,0,0,0
9647,buin_va_miandasht,isfahan,2025-12-08,0,0,0
9647,buin_va_miandasht,isfahan,2025-12-09,0,0,0
9647,buin_va_miandasht,isfahan,2025-12-10,0,0,0
9647,buin_va_miandasht,isfahan,2025-12-11,0,0,0
9647,buin_va_miandasht,isfahan,2025-12-12,0,0,0
9647,buin_va_miandasht,isfahan,2025-12-13,0,0,0
9647,buin_va_miandasht,isfahan,2025-12-14,0,0,0
9647,buin_va_miandasht,isfahan,2025-12-15,0,0,0
9647,buin_va_miandasht,isfahan,2025-12-16,0,0,0
9647,buin_va_miandasht,isfahan,2025-12-17,0,0,0
9647,buin_va_miandasht,isfahan,2025-12-18,0,0,0
9647,buin_va_miandasht,isfahan,2025-12-19,0,0,0
9647,buin_va_miandasht,isfahan,2025-12-20,0,0,0
9647,buin_va_miandasht,isfahan,2025-12-21,0,0,0
3217,bumehen,tehran,2025-11-22,49,62,13
3217,bumehen,tehran,2025-11-23,59,87,28
3217,bumehen,tehran,2025-11-24,57,94,37
3217,bumehen,tehran,2025-11-25,38,79,41
3217,bumehen,tehran,2025-11-26,29,89,60
3217,bumehen,tehran,2025-11-27,108,293,185
3217,bumehen,tehran,2025-11-28,16,80,64
3217,bumehen,tehran,2025-11-29,18,62,44
3217,bumehen,tehran,2025-11-30,11,63,52
3217,bumehen,tehran,2025-12-01,16,69,53
3217,bumehen,tehran,2025-12-02,4,53,49
3217,bumehen,tehran,2025-12-03,12,81,69
3217,bumehen,tehran,2025-12-04,38,311,273
3217,bumehen,tehran,2025-12-05,17,112,95
3217,bumehen,tehran,2025-12-06,8,76,68
3217,bumehen,tehran,2025-12-07,5,69,64
3217,bumehen,tehran,2025-12-08,10,72,62
3217,bumehen,tehran,2025-12-09,7,81,74
3217,bumehen,tehran,2025-12-10,8,90,82
3217,bumehen,tehran,2025-12-11,21,339,318
3217,bumehen,tehran,2025-12-12,1,108,107
3217,bumehen,tehran,2025-12-13,1,66,65
3217,bumehen,tehran,2025-12-14,1,63,62
3217,bumehen,tehran,2025-12-15,1,79,78
3217,bumehen,tehran,2025-12-16,4,93,89
3217,bumehen,tehran,2025-12-17,1,100,99
3217,bumehen,tehran,2025-12-18,16,321,305
3217,bumehen,tehran,2025-12-19,4,149,145
3217,bumehen,tehran,2025-12-20,5,85,80
3217,bumehen,tehran,2025-12-21,7,56,49
9879,chaboksar,gilan,2025-11-22,736,815,79
9879,chaboksar,gilan,2025-11-23,582,739,157
9879,chaboksar,gilan,2025-11-24,398,578,180
9879,chaboksar,gilan,2025-11-25,389,633,244
9879,chaboksar,gilan,2025-11-26,494,993,499
9879,chaboksar,gilan,2025-11-27,355,882,527
9879,chaboksar,gilan,2025-11-28,107,307,200
9879,chaboksar,gilan,2025-11-29,134,343,209
9879,chaboksar,gilan,2025-11-30,188,443,255
9879,chaboksar,gilan,2025-12-01,171,428,257
9879,chaboksar,gilan,2025-12-02,158,459,301
9879,chaboksar,gilan,2025-12-03,157,672,515
9879,chaboksar,gilan,2025-12-04,183,1196,1013
9879,chaboksar,gilan,2025-12-05,46,300,254
9879,chaboksar,gilan,2025-12-06,52,345,293
9879,chaboksar,gilan,2025-12-07,77,369,292
9879,chaboksar,gilan,2025-12-08,76,354,278
9879,chaboksar,gilan,2025-12-09,59,388,329
9879,chaboksar,gilan,2025-12-10,61,531,470
9879,chaboksar,gilan,2025-12-11,44,755,711
9879,chaboksar,gilan,2025-12-12,36,385,349
9879,chaboksar,gilan,2025-12-13,44,317,273
9879,chaboksar,gilan,2025-12-14,50,317,267
9879,chaboksar,gilan,2025-12-15,40,355,315
9879,chaboksar,gilan,2025-12-16,40,378,338
9879,chaboksar,gilan,2025-12-17,60,543,483
9879,chaboksar,gilan,2025-12-18,66,859,793
9879,chaboksar,gilan,2025-12-19,51,431,380
9879,chaboksar,gilan,2025-12-20,33,299,266
9879,chaboksar,gilan,2025-12-21,26,235,209
9880,chadegan,isfahan,2025-11-22,50,55,5
9880,chadegan,isfahan,2025-11-23,131,160,29
9880,chadegan,isfahan,2025-11-24,65,86,21
9880,chadegan,isfahan,2025-11-25,30,46,16
9880,chadegan,isfahan,2025-11-26,59,108,49
9880,chadegan,isfahan,2025-11-27,122,323,201
9880,chadegan,isfahan,2025-11-28,14,38,24
9880,chadegan,isfahan,2025-11-29,14,32,18
9880,chadegan,isfahan,2025-11-30,19,46,27
9880,chadegan,isfahan,2025-12-01,8,30,22
9880,chadegan,isfahan,2025-12-02,3,33,30
9880,chadegan,isfahan,2025-12-03,19,78,59
9880,chadegan,isfahan,2025-12-04,28,227,199
9880,chadegan,isfahan,2025-12-05,4,34,30
9880,chadegan,isfahan,2025-12-06,4,46,42
9880,chadegan,isfahan,2025-12-07,2,41,39
9880,chadegan,isfahan,2025-12-08,5,40,35
9880,chadegan,isfahan,2025-12-09,3,44,41
9880,chadegan,isfahan,2025-12-10,0,64,64
9880,chadegan,isfahan,2025-12-11,10,255,245
9880,chadegan,isfahan,2025-12-12,2,48,46
9880,chadegan,isfahan,2025-12-13,2,43,41
9880,chadegan,isfahan,2025-12-14,0,37,37
9880,chadegan,isfahan,2025-12-15,0,48,48
9880,chadegan,isfahan,2025-12-16,0,50,50
9880,chadegan,isfahan,2025-12-17,6,103,97
9880,chadegan,isfahan,2025-12-18,19,265,246
9880,chadegan,isfahan,2025-12-19,5,74,69
9880,chadegan,isfahan,2025-12-20,1,47,46
9880,chadegan,isfahan,2025-12-21,2,32,30
4609,chaharbagh,alborz,2025-11-22,222,269,47
4609,chaharbagh,alborz,2025-11-23,318,445,127
4609,chaharbagh,alborz,2025-11-24,256,410,154
4609,chaharbagh,alborz,2025-11-25,158,320,162
4609,chaharbagh,alborz,2025-11-26,140,377,237
4609,chaharbagh,alborz,2025-11-27,295,881,586
4609,chaharbagh,alborz,2025-11-28,187,497,310
4609,chaharbagh,alborz,2025-11-29,56,221,165
4609,chaharbagh,alborz,2025-11-30,74,259,185
4609,chaharbagh,alborz,2025-12-01,65,271,206
4609,chaharbagh,alborz,2025-12-02,97,341,244
4609,chaharbagh,alborz,2025-12-03,50,328,278
4609,chaharbagh,alborz,2025-12-04,151,1103,952
4609,chaharbagh,alborz,2025-12-05,49,424,375
4609,chaharbagh,alborz,2025-12-06,24,272,248
4609,chaharbagh,alborz,2025-12-07,35,235,200
4609,chaharbagh,alborz,2025-12-08,37,248,211
4609,chaharbagh,alborz,2025-12-09,30,250,220
4609,chaharbagh,alborz,2025-12-10,54,383,329
4609,chaharbagh,alborz,2025-12-11,102,963,861
4609,chaharbagh,alborz,2025-12-12,21,387,366
4609,chaharbagh,alborz,2025-12-13,13,287,274
4609,chaharbagh,alborz,2025-12-14,13,241,228
4609,chaharbagh,alborz,2025-12-15,17,276,259
4609,chaharbagh,alborz,2025-12-16,20,290,270
4609,chaharbagh,alborz,2025-12-17,42,348,306
4609,chaharbagh,alborz,2025-12-18,108,1010,902
4609,chaharbagh,alborz,2025-12-19,58,467,409
4609,chaharbagh,alborz,2025-12-20,12,298,286
4609,chaharbagh,alborz,2025-12-21,5,261,256
4797,chahardangeh,tehran,2025-11-22,0,0,0
4797,chahardangeh,tehran,2025-11-23,0,0,0
4797,chahardangeh,tehran,2025-11-24,0,0,0
4797,chahardangeh,tehran,2025-11-25,0,0,0
4797,chahardangeh,tehran,2025-11-26,0,0,0
4797,chahardangeh,tehran,2025-11-27,0,0,0
4797,chahardangeh,tehran,2025-11-28,0,0,0
4797,chahardangeh,tehran,2025-11-29,0,0,0
4797,chahardangeh,tehran,2025-11-30,0,0,0
4797,chahardangeh,tehran,2025-12-01,0,0,0
4797,chahardangeh,tehran,2025-12-02,0,0,0
4797,chahardangeh,tehran,2025-12-03,0,0,0
4797,chahardangeh,tehran,2025-12-04,0,0,0
4797,chahardangeh,tehran,2025-12-05,0,0,0
4797,chahardangeh,tehran,2025-12-06,0,0,0
4797,chahardangeh,tehran,2025-12-07,0,0,0
4797,chahardangeh,tehran,2025-12-08,0,0,0
4797,chahardangeh,tehran,2025-12-09,0,0,0
4797,chahardangeh,tehran,2025-12-10,0,0,0
4797,chahardangeh,tehran,2025-12-11,0,0,0
4797,chahardangeh,tehran,2025-12-12,0,0,0
4797,chahardangeh,tehran,2025-12-13,0,0,0
4797,chahardangeh,tehran,2025-12-14,0,0,0
4797,chahardangeh,tehran,2025-12-15,0,0,0
4797,chahardangeh,tehran,2025-12-16,0,0,0
4797,chahardangeh,tehran,2025-12-17,0,0,0
4797,chahardangeh,tehran,2025-12-18,0,0,0
4797,chahardangeh,tehran,2025-12-19,0,0,0
4797,chahardangeh,tehran,2025-12-20,0,0,0
4797,chahardangeh,tehran,2025-12-21,0,0,0
8139,chalandar,mazandaran,2025-11-22,44,47,3
8139,chalandar,mazandaran,2025-11-23,15,19,4
8139,chalandar,mazandaran,2025-11-24,27,34,7
8139,chalandar,mazandaran,2025-11-25,31,40,9
8139,chalandar,mazandaran,2025-11-26,15,33,18
8139,chalandar,mazandaran,2025-11-27,15,37,22
8139,chalandar,mazandaran,2025-11-28,7,14,7
8139,chalandar,mazandaran,2025-11-29,4,10,6
8139,chalandar,mazandaran,2025-11-30,5,12,7
8139,chalandar,mazandaran,2025-12-01,5,12,7
8139,chalandar,mazandaran,2025-12-02,6,15,9
8139,chalandar,mazandaran,2025-12-03,10,24,14
8139,chalandar,mazandaran,2025-12-04,6,39,33
8139,chalandar,mazandaran,2025-12-05,1,10,9
8139,chalandar,mazandaran,2025-12-06,1,11,10
8139,chalandar,mazandaran,2025-12-07,1,10,9
8139,chalandar,mazandaran,2025-12-08,1,10,9
8139,chalandar,mazandaran,2025-12-09,2,12,10
8139,chalandar,mazandaran,2025-12-10,2,18,16
8139,chalandar,mazandaran,2025-12-11,2,34,32
8139,chalandar,mazandaran,2025-12-12,3,14,11
8139,chalandar,mazandaran,2025-12-13,1,10,9
8139,chalandar,mazandaran,2025-12-14,2,11,9
8139,chalandar,mazandaran,2025-12-15,2,13,11
8139,chalandar,mazandaran,2025-12-16,2,14,12
8139,chalandar,mazandaran,2025-12-17,2,21,19
8139,chalandar,mazandaran,2025-12-18,3,27,24
8139,chalandar,mazandaran,2025-12-19,4,16,12
8139,chalandar,mazandaran,2025-12-20,1,11,10
8139,chalandar,mazandaran,2025-12-21,1,9,8
8728,chali,mazandaran,2025-11-22,0,0,0
8728,chali,mazandaran,2025-11-23,0,0,0
8728,chali,mazandaran,2025-11-24,0,0,0
8728,chali,mazandaran,2025-11-25,0,0,0
8728,chali,mazandaran,2025-11-26,0,0,0
8728,chali,mazandaran,2025-11-27,0,0,0
8728,chali,mazandaran,2025-11-28,0,0,0
8728,chali,mazandaran,2025-11-29,0,0,0
8728,chali,mazandaran,2025-11-30,0,0,0
8728,chali,mazandaran,2025-12-01,0,0,0
8728,chali,mazandaran,2025-12-02,0,0,0
8728,chali,mazandaran,2025-12-03,0,0,0
8728,chali,mazandaran,2025-12-04,0,0,0
8728,chali,mazandaran,2025-12-05,0,0,0
8728,chali,mazandaran,2025-12-06,0,0,0
8728,chali,mazandaran,2025-12-07,0,0,0
8728,chali,mazandaran,2025-12-08,0,0,0
8728,chali,mazandaran,2025-12-09,0,0,0
8728,chali,mazandaran,2025-12-10,0,0,0
8728,chali,mazandaran,2025-12-11,0,0,0
8728,chali,mazandaran,2025-12-12,0,0,0
8728,chali,mazandaran,2025-12-13,0,0,0
8728,chali,mazandaran,2025-12-14,0,0,0
8728,chali,mazandaran,2025-12-15,0,0,0
8728,chali,mazandaran,2025-12-16,0,0,0
8728,chali,mazandaran,2025-12-17,0,0,0
8728,chali,mazandaran,2025-12-18,0,0,0
8728,chali,mazandaran,2025-12-19,0,0,0
8728,chali,mazandaran,2025-12-20,0,0,0
8728,chali,mazandaran,2025-12-21,0,0,0
9770,chalus,mazandaran,2025-11-22,6994,8033,1039
9770,chalus,mazandaran,2025-11-23,6066,8438,2372
9770,chalus,mazandaran,2025-11-24,4539,7097,2558
9770,chalus,mazandaran,2025-11-25,3683,6998,3315
9770,chalus,mazandaran,2025-11-26,4922,11949,7027
9770,chalus,mazandaran,2025-11-27,5493,16814,11321
9770,chalus,mazandaran,2025-11-28,1804,5407,3603
9770,chalus,mazandaran,2025-11-29,1588,4483,2895
9770,chalus,mazandaran,2025-11-30,1425,4568,3143
9770,chalus,mazandaran,2025-12-01,1159,4116,2957
9770,chalus,mazandaran,2025-12-02,1023,4238,3215
9770,chalus,mazandaran,2025-12-03,1386,7493,6107
9770,chalus,mazandaran,2025-12-04,1704,13726,12022
9770,chalus,mazandaran,2025-12-05,757,5218,4461
9770,chalus,mazandaran,2025-12-06,709,4257,3548
9770,chalus,mazandaran,2025-12-07,592,3774,3182
9770,chalus,mazandaran,2025-12-08,617,3999,3382
9770,chalus,mazandaran,2025-12-09,590,4277,3687
9770,chalus,mazandaran,2025-12-10,691,7286,6595
9770,chalus,mazandaran,2025-12-11,884,14802,13918
9770,chalus,mazandaran,2025-12-12,451,5206,4755
9770,chalus,mazandaran,2025-12-13,357,3911,3554
9770,chalus,mazandaran,2025-12-14,323,3456,3133
9770,chalus,mazandaran,2025-12-15,370,4464,4094
9770,chalus,mazandaran,2025-12-16,413,5151,4738
9770,chalus,mazandaran,2025-12-17,578,8326,7748
9770,chalus,mazandaran,2025-12-18,773,12322,11549
9770,chalus,mazandaran,2025-12-19,472,6110,5638
9770,chalus,mazandaran,2025-12-20,387,4950,4563
9770,chalus,mazandaran,2025-12-21,100,2704,2604
8979,chamestan,mazandaran,2025-11-22,443,513,70
8979,chamestan,mazandaran,2025-11-23,327,455,128
8979,chamestan,mazandaran,2025-11-24,183,322,139
8979,chamestan,mazandaran,2025-11-25,138,322,184
8979,chamestan,mazandaran,2025-11-26,290,740,450
8979,chamestan,mazandaran,2025-11-27,414,1270,856
8979,chamestan,mazandaran,2025-11-28,116,379,263
8979,chamestan,mazandaran,2025-11-29,56,233,177
8979,chamestan,mazandaran,2025-11-30,48,246,198
8979,chamestan,mazandaran,2025-12-01,67,270,203
8979,chamestan,mazandaran,2025-12-02,59,292,233
8979,chamestan,mazandaran,2025-12-03,122,558,436
8979,chamestan,mazandaran,2025-12-04,129,1091,962
8979,chamestan,mazandaran,2025-12-05,46,312,266
8979,chamestan,mazandaran,2025-12-06,43,252,209
8979,chamestan,mazandaran,2025-12-07,46,240,194
8979,chamestan,mazandaran,2025-12-08,36,231,195
8979,chamestan,mazandaran,2025-12-09,26,285,259
8979,chamestan,mazandaran,2025-12-10,16,368,352
8979,chamestan,mazandaran,2025-12-11,20,768,748
8979,chamestan,mazandaran,2025-12-12,11,288,277
8979,chamestan,mazandaran,2025-12-13,19,246,227
8979,chamestan,mazandaran,2025-12-14,13,236,223
8979,chamestan,mazandaran,2025-12-15,23,226,203
8979,chamestan,mazandaran,2025-12-16,46,320,274
8979,chamestan,mazandaran,2025-12-17,60,550,490
8979,chamestan,mazandaran,2025-12-18,51,700,649
8979,chamestan,mazandaran,2025-12-19,38,394,356
8979,chamestan,mazandaran,2025-12-20,14,220,206
8979,chamestan,mazandaran,2025-12-21,0,171,171
1751,chamgordan,isfahan,2025-11-22,0,0,0
1751,chamgordan,isfahan,2025-11-23,0,0,0
1751,chamgordan,isfahan,2025-11-24,0,0,0
1751,chamgordan,isfahan,2025-11-25,0,0,0
1751,chamgordan,isfahan,2025-11-26,0,0,0
1751,chamgordan,isfahan,2025-11-27,0,0,0
1751,chamgordan,isfahan,2025-11-28,0,0,0
1751,chamgordan,isfahan,2025-11-29,0,0,0
1751,chamgordan,isfahan,2025-11-30,0,0,0
1751,chamgordan,isfahan,2025-12-01,0,0,0
1751,chamgordan,isfahan,2025-12-02,0,0,0
1751,chamgordan,isfahan,2025-12-03,0,0,0
1751,chamgordan,isfahan,2025-12-04,0,0,0
1751,chamgordan,isfahan,2025-12-05,0,0,0
1751,chamgordan,isfahan,2025-12-06,0,0,0
1751,chamgordan,isfahan,2025-12-07,0,0,0
1751,chamgordan,isfahan,2025-12-08,0,0,0
1751,chamgordan,isfahan,2025-12-09,0,0,0
1751,chamgordan,isfahan,2025-12-10,0,0,0
1751,chamgordan,isfahan,2025-12-11,0,0,0
1751,chamgordan,isfahan,2025-12-12,0,0,0
1751,chamgordan,isfahan,2025-12-13,0,0,0
1751,chamgordan,isfahan,2025-12-14,0,0,0
1751,chamgordan,isfahan,2025-12-15,0,0,0
1751,chamgordan,isfahan,2025-12-16,0,0,0
1751,chamgordan,isfahan,2025-12-17,0,0,0
1751,chamgordan,isfahan,2025-12-18,0,0,0
1751,chamgordan,isfahan,2025-12-19,0,0,0
1751,chamgordan,isfahan,2025-12-20,0,0,0
1751,chamgordan,isfahan,2025-12-21,0,0,0
7201,chamkhaleh,gilan,2025-11-22,346,395,49
7201,chamkhaleh,gilan,2025-11-23,229,298,69
7201,chamkhaleh,gilan,2025-11-24,244,365,121
7201,chamkhaleh,gilan,2025-11-25,248,425,177
7201,chamkhaleh,gilan,2025-11-26,347,738,391
7201,chamkhaleh,gilan,2025-11-27,322,833,511
7201,chamkhaleh,gilan,2025-11-28,148,360,212
7201,chamkhaleh,gilan,2025-11-29,94,242,148
7201,chamkhaleh,gilan,2025-11-30,43,190,147
7201,chamkhaleh,gilan,2025-12-01,49,209,160
7201,chamkhaleh,gilan,2025-12-02,49,243,194
7201,chamkhaleh,gilan,2025-12-03,69,452,383
7201,chamkhaleh,gilan,2025-12-04,92,707,615
7201,chamkhaleh,gilan,2025-12-05,51,290,239
7201,chamkhaleh,gilan,2025-12-06,32,241,209
7201,chamkhaleh,gilan,2025-12-07,40,244,204
7201,chamkhaleh,gilan,2025-12-08,44,241,197
7201,chamkhaleh,gilan,2025-12-09,47,237,190
7201,chamkhaleh,gilan,2025-12-10,41,326,285
7201,chamkhaleh,gilan,2025-12-11,38,647,609
7201,chamkhaleh,gilan,2025-12-12,36,310,274
7201,chamkhaleh,gilan,2025-12-13,28,232,204
7201,chamkhaleh,gilan,2025-12-14,24,204,180
7201,chamkhaleh,gilan,2025-12-15,21,246,225
7201,chamkhaleh,gilan,2025-12-16,22,270,248
7201,chamkhaleh,gilan,2025-12-17,22,383,361
7201,chamkhaleh,gilan,2025-12-18,51,615,564
7201,chamkhaleh,gilan,2025-12-19,24,292,268
7201,chamkhaleh,gilan,2025-12-20,31,217,186
7201,chamkhaleh,gilan,2025-12-21,3,138,135
5933,charak,hormozgan,2025-11-22,2,4,2
5933,charak,hormozgan,2025-11-23,7,12,5
5933,charak,hormozgan,2025-11-24,7,14,7
5933,charak,hormozgan,2025-11-25,2,7,5
5933,charak,hormozgan,2025-11-26,6,17,11
5933,charak,hormozgan,2025-11-27,2,10,8
5933,charak,hormozgan,2025-11-28,4,8,4
5933,charak,hormozgan,2025-11-29,1,4,3
5933,charak,hormozgan,2025-11-30,1,6,5
5933,charak,hormozgan,2025-12-01,2,8,6
5933,charak,hormozgan,2025-12-02,2,10,8
5933,charak,hormozgan,2025-12-03,3,12,9
