cluster_code,checkin,raw_predicted_demand,calibrated_predicted_demand,calibration_delta
3127,2025-11-26,0,0,0
3127,2025-11-27,0,0,0
3127,2025-11-28,0,0,0
3127,2025-11-29,0,0,0
3127,2025-11-30,0,0,0
3127,2025-12-01,0,0,0
3127,2025-12-02,0,0,0
3127,2025-12-03,0,0,0
3127,2025-12-04,0,0,0
3127,2025-12-05,0,0,0
3127,2025-12-06,0,0,0
3127,2025-12-07,0,0,0
3127,2025-12-08,0,0,0
3127,2025-12-09,0,0,0
3127,2025-12-10,0,0,0
3127,2025-12-11,0,0,0
3127,2025-12-12,0,0,0
3127,2025-12-13,0,0,0
3127,2025-12-14,0,0,0
3127,2025-12-15,0,0,0
3127,2025-12-16,0,0,0
3127,2025-12-17,0,0,0
3127,2025-12-18,0,0,0
3127,2025-12-19,0,0,0
3127,2025-12-20,0,0,0
3127,2025-12-21,0,0,0
3140,2025-11-22,111,111,0
3140,2025-11-23,155,155,0
3140,2025-11-24,107,107,0
3140,2025-11-25,75,75,0
3140,2025-11-26,139,139,0
3140,2025-11-27,392,392,0
3140,2025-11-28,112,112,0
3140,2025-11-29,36,40,4
3140,2025-11-30,52,56,4
3140,2025-12-01,66,71,5
3140,2025-12-02,69,74,5
3140,2025-12-03,105,114,9
3140,2025-12-04,446,489,43
3140,2025-12-05,137,150,13
3140,2025-12-06,77,83,6
3140,2025-12-07,74,80,6
3140,2025-12-08,82,87,5
3140,2025-12-09,87,93,6
3140,2025-12-10,169,180,11
3140,2025-12-11,543,583,40
3140,2025-12-12,132,142,10
3140,2025-12-13,86,93,7
3140,2025-12-14,76,82,6
3140,2025-12-15,106,114,8
3140,2025-12-16,129,138,9
3140,2025-12-17,196,210,14
3140,2025-12-18,522,562,40
3140,2025-12-19,176,190,14
3140,2025-12-20,104,111,7
3140,2025-12-21,76,82,6
3217,2025-11-22,62,62,0
3217,2025-11-23,87,87,0
3217,2025-11-24,94,94,0
3217,2025-11-25,79,79,0
3217,2025-11-26,89,89,0
3217,2025-11-27,293,293,0
3217,2025-11-28,80,80,0
3217,2025-11-29,62,67,5
3217,2025-11-30,63,68,5
3217,2025-12-01,69,75,6
3217,2025-12-02,53,58,5
3217,2025-12-03,81,89,8
3217,2025-12-04,311,339,28
3217,2025-12-05,112,122,10
3217,2025-12-06,76,81,5
3217,2025-12-07,69,74,5
3217,2025-12-08,72,77,5
3217,2025-12-09,81,86,5
3217,2025-12-10,90,96,6
3217,2025-12-11,339,363,24
3217,2025-12-12,108,116,8
3217,2025-12-13,66,71,5
3217,2025-12-14,63,68,5
3217,2025-12-15,79,85,6
3217,2025-12-16,93,100,7
3217,2025-12-17,100,108,8
3217,2025-12-18,321,346,25
3217,2025-12-19,149,160,11
3217,2025-12-20,85,91,6
3217,2025-12-21,56,60,4
3312,2025-11-22,51,51,0
3312,2025-11-23,64,64,0
3312,2025-11-24,51,51,0
3312,2025-11-25,44,44,0
3312,2025-11-26,55,55,0
3312,2025-11-27,75,75,0
3312,2025-11-28,42,42,0
3312,2025-11-29,39,42,3
3312,2025-11-30,54,57,3
3312,2025-12-01,42,45,3
3312,2025-12-02,43,46,3
3312,2025-12-03,42,46,4
3312,2025-12-04,70,77,7
3312,2025-12-05,54,58,4
3312,2025-12-06,62,66,4
3312,2025-12-07,54,58,4
3312,2025-12-08,53,56,3
3312,2025-12-09,54,57,3
3312,2025-12-10,54,58,4
3312,2025-12-11,115,122,7
3312,2025-12-12,67,71,4
3312,2025-12-13,67,71,4
3312,2025-12-14,53,57,4
3312,2025-12-15,64,69,5
3312,2025-12-16,65,70,5
3312,2025-12-17,63,68,5
3312,2025-12-18,92,99,7
3312,2025-12-19,61,65,4
3312,2025-12-20,54,58,4
3312,2025-12-21,43,46,3
3333,2025-11-22,665,665,0
3333,2025-11-23,624,624,0
3333,2025-11-24,545,545,0
3333,2025-11-25,622,622,0
3333,2025-11-26,718,718,0
3333,2025-11-27,1115,1115,0
3333,2025-11-28,372,372,0
3333,2025-11-29,299,318,19
3333,2025-11-30,273,293,20
3333,2025-12-01,316,339,23
3333,2025-12-02,382,408,26
3333,2025-12-03,518,560,42
3333,2025-12-04,975,1060,85
3333,2025-12-05,314,342,28
3333,2025-12-06,329,349,20
3333,2025-12-07,310,330,20
3333,2025-12-08,323,342,19
3333,2025-12-09,309,330,21
3333,2025-12-10,481,511,30
3333,2025-12-11,1077,1150,73
3333,2025-12-12,317,338,21
3333,2025-12-13,298,318,20
3333,2025-12-14,260,279,19
3333,2025-12-15,320,344,24
3333,2025-12-16,376,402,26
3333,2025-12-17,457,492,35
3333,2025-12-18,758,814,56
3333,2025-12-19,348,374,26
3333,2025-12-20,287,308,21
3333,2025-12-21,214,230,16
3351,2025-11-22,0,0,0
3351,2025-11-23,1,1,0
3351,2025-11-24,1,1,0
3351,2025-11-25,0,0,0
3351,2025-11-26,0,0,0
3351,2025-11-27,0,0,0
3351,2025-11-28,0,0,0
3351,2025-11-29,0,0,0
3351,2025-11-30,0,0,0
3351,2025-12-01,0,0,0
3351,2025-12-02,0,0,0
3351,2025-12-03,0,0,0
3351,2025-12-04,6,6,0
3351,2025-12-05,0,0,0
3351,2025-12-06,0,0,0
3351,2025-12-07,0,0,0
3351,2025-12-08,0,0,0
3351,2025-12-09,0,0,0
3351,2025-12-10,0,0,0
3351,2025-12-11,0,0,0
3351,2025-12-12,0,0,0
3351,2025-12-13,0,0,0
3351,2025-12-14,0,0,0
3351,2025-12-15,0,0,0
3351,2025-12-16,0,0,0
3351,2025-12-17,0,0,0
3351,2025-12-18,0,0,0
3351,2025-12-19,0,0,0
3351,2025-12-20,0,0,0
3351,2025-12-21,4,4,0
3364,2025-11-22,7,7,0
3364,2025-11-23,7,7,0
3364,2025-11-24,8,8,0
3364,2025-11-25,8,8,0
3364,2025-11-26,7,7,0
3364,2025-11-27,10,10,0
3364,2025-11-28,4,4,0
3364,2025-11-29,3,4,1
3364,2025-11-30,4,4,0
3364,2025-12-01,4,5,1
3364,2025-12-02,5,5,0
3364,2025-12-03,10,11,1
3364,2025-12-04,26,29,3
3364,2025-12-05,5,6,1
3364,2025-12-06,5,6,1
3364,2025-12-07,6,6,0
3364,2025-12-08,6,6,0
3364,2025-12-09,5,5,0
3364,2025-12-10,8,9,1
3364,2025-12-11,22,23,1
3364,2025-12-12,6,6,0
3364,2025-12-13,5,6,1
3364,2025-12-14,5,5,0
3364,2025-12-15,6,6,0
3364,2025-12-16,6,6,0
3364,2025-12-17,9,10,1
3364,2025-12-18,31,33,2
3364,2025-12-19,6,7,1
3364,2025-12-20,5,5,0
3364,2025-12-21,4,4,0
3365,2025-11-22,503,503,0
3365,2025-11-23,983,983,0
3365,2025-11-24,732,732,0
3365,2025-11-25,739,739,0
3365,2025-11-26,981,981,0
3365,2025-11-27,2705,2705,0
3365,2025-11-28,797,797,0
3365,2025-11-29,433,467,34
3365,2025-11-30,501,540,39
3365,2025-12-01,495,534,39
3365,2025-12-02,489,529,40
3365,2025-12-03,763,827,64
3365,2025-12-04,3078,3342,264
3365,2025-12-05,1137,1233,96
3365,2025-12-06,521,554,33
3365,2025-12-07,438,468,30
3365,2025-12-08,513,548,35
3365,2025-12-09,610,650,40
3365,2025-12-10,716,766,50
3365,2025-12-11,3326,3556,230
3365,2025-12-12,996,1065,69
3365,2025-12-13,509,546,37
3365,2025-12-14,505,543,38
3365,2025-12-15,608,654,46
3365,2025-12-16,685,735,50
3365,2025-12-17,907,973,66
3365,2025-12-18,3211,3444,233
3365,2025-12-19,1186,1275,89
3365,2025-12-20,567,609,42
3365,2025-12-21,488,523,35
3382,2025-11-22,5,5,0
3382,2025-11-23,6,6,0
3382,2025-11-24,2,2,0
3382,2025-11-25,1,1,0
3382,2025-11-26,2,2,0
3382,2025-11-27,4,4,0
3382,2025-11-28,1,1,0
3382,2025-11-29,1,1,0
3382,2025-11-30,1,1,0
3382,2025-12-01,1,1,0
3382,2025-12-02,1,1,0
3382,2025-12-03,3,4,1
3382,2025-12-04,10,11,1
3382,2025-12-05,1,1,0
3382,2025-12-06,1,2,1
3382,2025-12-07,1,1,0
3382,2025-12-08,3,3,0
3382,2025-12-09,1,1,0
3382,2025-12-10,2,2,0
3382,2025-12-11,7,7,0
3382,2025-12-12,1,1,0
3382,2025-12-13,1,1,0
3382,2025-12-14,1,1,0
3382,2025-12-15,2,2,0
3382,2025-12-16,2,2,0
3382,2025-12-17,3,4,1
3382,2025-12-18,7,7,0
3382,2025-12-19,2,2,0
3382,2025-12-20,2,2,0
3382,2025-12-21,1,1,0
3396,2025-11-22,0,0,0
3396,2025-11-23,0,0,0
3396,2025-11-24,0,0,0
3396,2025-11-25,0,0,0
3396,2025-11-26,0,0,0
3396,2025-11-27,0,0,0
3396,2025-11-28,0,0,0
3396,2025-11-29,0,0,0
3396,2025-11-30,0,0,0
3396,2025-12-01,0,0,0
3396,2025-12-02,0,0,0
3396,2025-12-03,0,0,0
3396,2025-12-04,0,0,0
3396,2025-12-05,0,0,0
3396,2025-12-06,0,0,0
3396,2025-12-07,0,0,0
3396,2025-12-08,0,0,0
3396,2025-12-09,0,0,0
3396,2025-12-10,0,0,0
3396,2025-12-11,0,0,0
3396,2025-12-12,0,0,0
3396,2025-12-13,0,0,0
3396,2025-12-14,0,0,0
3396,2025-12-15,0,0,0
3396,2025-12-16,0,0,0
3396,2025-12-17,0,0,0
3396,2025-12-18,0,0,0
3396,2025-12-19,0,0,0
3396,2025-12-20,0,0,0
3396,2025-12-21,0,0,0
3456,2025-11-22,5,5,0
3456,2025-11-23,3,3,0
3456,2025-11-24,3,3,0
3456,2025-11-25,4,4,0
3456,2025-11-26,4,4,0
3456,2025-11-27,4,4,0
3456,2025-11-28,4,4,0
3456,2025-11-29,4,4,0
3456,2025-11-30,4,4,0
3456,2025-12-01,4,4,0
3456,2025-12-02,4,5,1
3456,2025-12-03,5,5,0
3456,2025-12-04,5,5,0
3456,2025-12-05,4,4,0
3456,2025-12-06,5,5,0
3456,2025-12-07,4,4,0
3456,2025-12-08,4,5,1
3456,2025-12-09,5,5,0
3456,2025-12-10,5,5,0
3456,2025-12-11,5,5,0
3456,2025-12-12,4,4,0
3456,2025-12-13,4,5,1
3456,2025-12-14,4,4,0
3456,2025-12-15,4,4,0
3456,2025-12-16,5,5,0
3456,2025-12-17,5,5,0
3456,2025-12-18,5,5,0
3456,2025-12-19,4,4,0
3456,2025-12-20,4,4,0
3456,2025-12-21,4,4,0
3478,2025-11-22,7,7,0
3478,2025-11-23,4,4,0
3478,2025-11-24,7,7,0
3478,2025-11-25,4,4,0
3478,2025-11-26,6,6,0
3478,2025-11-27,11,11,0
3478,2025-11-28,3,3,0
3478,2025-11-29,3,3,0
3478,2025-11-30,3,4,1
3478,2025-12-01,3,3,0
3478,2025-12-02,3,3,0
3478,2025-12-03,10,11,1
3478,2025-12-04,18,20,2
3478,2025-12-05,3,4,1
3478,2025-12-06,5,6,1
3478,2025-12-07,9,9,0
3478,2025-12-08,3,3,0
3478,2025-12-09,3,4,1
3478,2025-12-10,8,8,0
3478,2025-12-11,14,15,1
3478,2025-12-12,7,8,1
3478,2025-12-13,7,8,1
3478,2025-12-14,5,5,0
3478,2025-12-15,6,6,0
3478,2025-12-16,4,4,0
3478,2025-12-17,8,9,1
3478,2025-12-18,12,13,1
3478,2025-12-19,5,5,0
3478,2025-12-20,3,4,1
3478,2025-12-21,3,3,0
3523,2025-11-22,4499,4499,0
3523,2025-11-23,3991,3991,0
3523,2025-11-24,3327,3327,0
3523,2025-11-25,3454,3454,0
3523,2025-11-26,5473,5473,0
3523,2025-11-27,5892,5892,0
3523,2025-11-28,2289,2289,0
3523,2025-11-29,1760,1865,105
3523,2025-11-30,2042,2173,131
3523,2025-12-01,1858,1990,132
3523,2025-12-02,2124,2278,154
3523,2025-12-03,3375,3639,264
3523,2025-12-04,4938,5358,420
3523,2025-12-05,1938,2101,163
3523,2025-12-06,2012,2133,121
3523,2025-12-07,1792,1900,108
3523,2025-12-08,1824,1936,112
3523,2025-12-09,1864,1979,115
3523,2025-12-10,3317,3536,219
3523,2025-12-11,5558,5939,381
3523,2025-12-12,2288,2437,149
3523,2025-12-13,1719,1833,114
3523,2025-12-14,1469,1566,97
3523,2025-12-15,1639,1752,113
3523,2025-12-16,1958,2091,133
3523,2025-12-17,3193,3423,230
3523,2025-12-18,3892,4175,283
3523,2025-12-19,2180,2339,159
3523,2025-12-20,1622,1739,117
3523,2025-12-21,1024,1098,74
3578,2025-11-22,0,0,0
3578,2025-11-23,0,0,0
3578,2025-11-24,0,0,0
3578,2025-11-25,0,0,0
3578,2025-11-26,0,0,0
3578,2025-11-27,0,0,0
3578,2025-11-28,0,0,0
3578,2025-11-29,0,0,0
3578,2025-11-30,0,0,0
3578,2025-12-01,0,0,0
3578,2025-12-02,0,0,0
3578,2025-12-03,0,0,0
3578,2025-12-04,0,0,0
3578,2025-12-05,0,0,0
3578,2025-12-06,0,0,0
3578,2025-12-07,0,0,0
3578,2025-12-08,0,0,0
3578,2025-12-09,0,0,0
3578,2025-12-10,0,0,0
3578,2025-12-11,0,0,0
3578,2025-12-12,0,0,0
3578,2025-12-13,0,0,0
3578,2025-12-14,0,0,0
3578,2025-12-15,0,0,0
3578,2025-12-16,0,0,0
3578,2025-12-17,0,0,0
3578,2025-12-18,0,0,0
3578,2025-12-19,0,0,0
3578,2025-12-20,0,0,0
3578,2025-12-21,0,0,0
3617,2025-11-22,2,2,0
3617,2025-11-23,2,2,0
3617,2025-11-24,2,2,0
3617,2025-11-25,3,3,0
3617,2025-11-26,3,3,0
3617,2025-11-27,3,3,0
3617,2025-11-28,3,3,0
3617,2025-11-29,2,3,1
3617,2025-11-30,3,3,0
3617,2025-12-01,3,3,0
3617,2025-12-02,3,3,0
3617,2025-12-03,5,5,0
3617,2025-12-04,7,8,1
3617,2025-12-05,4,4,0
3617,2025-12-06,3,4,1
3617,2025-12-07,3,4,1
3617,2025-12-08,4,4,0
3617,2025-12-09,4,4,0
3617,2025-12-10,4,4,0
3617,2025-12-11,5,6,1
3617,2025-12-12,4,4,0
3617,2025-12-13,3,4,1
3617,2025-12-14,3,3,0
3617,2025-12-15,4,4,0
3617,2025-12-16,4,4,0
3617,2025-12-17,4,4,0
3617,2025-12-18,5,5,0
3617,2025-12-19,4,4,0
3617,2025-12-20,3,4,1
3617,2025-12-21,1,1,0
3723,2025-11-22,63,63,0
3723,2025-11-23,57,57,0
3723,2025-11-24,64,64,0
3723,2025-11-25,68,68,0
3723,2025-11-26,78,78,0
3723,2025-11-27,75,75,0
3723,2025-11-28,39,39,0
3723,2025-11-29,33,35,2
3723,2025-11-30,41,44,3
3723,2025-12-01,40,43,3
3723,2025-12-02,45,48,3
3723,2025-12-03,47,51,4
3723,2025-12-04,57,61,4
3723,2025-12-05,39,42,3
3723,2025-12-06,44,47,3
3723,2025-12-07,37,40,3
3723,2025-12-08,46,49,3
3723,2025-12-09,47,50,3
3723,2025-12-10,44,47,3
3723,2025-12-11,61,65,4
3723,2025-12-12,32,34,2
3723,2025-12-13,40,43,3
3723,2025-12-14,39,42,3
3723,2025-12-15,57,61,4
3723,2025-12-16,63,67,4
3723,2025-12-17,65,70,5
3723,2025-12-18,62,67,5
3723,2025-12-19,37,40,3
3723,2025-12-20,46,49,3
3723,2025-12-21,23,25,2
3752,2025-11-22,0,0,0
3752,2025-11-23,0,0,0
3752,2025-11-24,0,0,0
3752,2025-11-25,0,0,0
3752,2025-11-26,0,0,0
3752,2025-11-27,0,0,0
3752,2025-11-28,0,0,0
3752,2025-11-29,0,0,0
3752,2025-11-30,0,0,0
3752,2025-12-01,0,0,0
3752,2025-12-02,0,0,0
3752,2025-12-03,0,0,0
3752,2025-12-04,0,0,0
3752,2025-12-05,0,0,0
3752,2025-12-06,0,0,0
3752,2025-12-07,0,0,0
3752,2025-12-08,0,0,0
3752,2025-12-09,0,0,0
3752,2025-12-10,0,0,0
3752,2025-12-11,0,0,0
3752,2025-12-12,0,0,0
3752,2025-12-13,0,0,0
3752,2025-12-14,0,0,0
3752,2025-12-15,0,0,0
3752,2025-12-16,0,0,0
3752,2025-12-17,0,0,0
3752,2025-12-18,0,0,0
3752,2025-12-19,0,0,0
3752,2025-12-20,0,0,0
3752,2025-12-21,0,0,0
3771,2025-11-22,5,5,0
3771,2025-11-23,1,1,0
3771,2025-11-24,2,2,0
3771,2025-11-25,3,3,0
3771,2025-11-26,5,5,0
3771,2025-11-27,4,4,0
3771,2025-11-28,1,1,0
3771,2025-11-29,2,2,0
3771,2025-11-30,3,3,0
3771,2025-12-01,2,3,1
3771,2025-12-02,3,3,0
3771,2025-12-03,4,5,1
3771,2025-12-04,8,9,1
3771,2025-12-05,2,3,1
3771,2025-12-06,3,3,0
3771,2025-12-07,3,3,0
3771,2025-12-08,2,3,1
3771,2025-12-09,3,3,0
3771,2025-12-10,3,4,1
3771,2025-12-11,6,7,1
3771,2025-12-12,2,3,1
3771,2025-12-13,3,3,0
3771,2025-12-14,2,2,0
3771,2025-12-15,3,3,0
3771,2025-12-16,3,3,0
3771,2025-12-17,4,4,0
3771,2025-12-18,5,5,0
3771,2025-12-19,3,3,0
3771,2025-12-20,3,3,0
3771,2025-12-21,2,2,0
3832,2025-11-22,2,2,0
3832,2025-11-23,2,2,0
3832,2025-11-24,1,1,0
3832,2025-11-25,1,1,0
3832,2025-11-26,1,1,0
3832,2025-11-27,3,3,0
3832,2025-11-28,2,2,0
3832,2025-11-29,1,1,0
3832,2025-11-30,1,1,0
3832,2025-12-01,1,1,0
3832,2025-12-02,1,2,1
3832,2025-12-03,2,2,0
3832,2025-12-04,4,4,0
3832,2025-12-05,2,2,0
3832,2025-12-06,2,2,0
3832,2025-12-07,2,2,0
3832,2025-12-08,2,2,0
3832,2025-12-09,2,2,0
3832,2025-12-10,2,2,0
3832,2025-12-11,4,4,0
3832,2025-12-12,2,2,0
3832,2025-12-13,2,2,0
3832,2025-12-14,2,2,0
3832,2025-12-15,3,3,0
3832,2025-12-16,3,3,0
3832,2025-12-17,3,3,0
3832,2025-12-18,4,4,0
3832,2025-12-19,3,3,0
3832,2025-12-20,3,3,0
3832,2025-12-21,2,2,0
3837,2025-11-22,13,13,0
3837,2025-11-23,14,14,0
3837,2025-11-24,13,13,0
3837,2025-11-25,13,13,0
3837,2025-11-26,14,14,0
3837,2025-11-27,15,15,0
3837,2025-11-28,8,8,0
3837,2025-11-29,8,9,1
3837,2025-11-30,9,9,0
3837,2025-12-01,6,6,0
3837,2025-12-02,6,7,1
3837,2025-12-03,7,7,0
3837,2025-12-04,17,18,1
3837,2025-12-05,7,7,0
3837,2025-12-06,5,5,0
3837,2025-12-07,3,3,0
3837,2025-12-08,2,2,0
3837,2025-12-09,2,2,0
3837,2025-12-10,4,4,0
3837,2025-12-11,12,13,1
3837,2025-12-12,3,3,0
3837,2025-12-13,2,3,1
3837,2025-12-14,2,2,0
3837,2025-12-15,3,3,0
3837,2025-12-16,3,3,0
3837,2025-12-17,5,5,0
3837,2025-12-18,15,16,1
3837,2025-12-19,3,4,1
3837,2025-12-20,3,3,0
3837,2025-12-21,2,2,0
3870,2025-11-22,7,7,0
3870,2025-11-23,3,3,0
3870,2025-11-24,10,10,0
3870,2025-11-25,11,11,0
3870,2025-11-26,15,15,0
3870,2025-11-27,14,14,0
3870,2025-11-28,4,4,0
3870,2025-11-29,3,3,0
3870,2025-11-30,2,2,0
3870,2025-12-01,2,2,0
3870,2025-12-02,3,3,0
3870,2025-12-03,7,7,0
3870,2025-12-04,13,15,2
3870,2025-12-05,3,3,0
3870,2025-12-06,7,8,1
3870,2025-12-07,5,5,0
3870,2025-12-08,3,3,0
3870,2025-12-09,4,4,0
3870,2025-12-10,6,7,1
3870,2025-12-11,14,15,1
3870,2025-12-12,3,3,0
3870,2025-12-13,3,3,0
3870,2025-12-14,3,3,0
3870,2025-12-15,3,4,1
3870,2025-12-16,4,4,0
3870,2025-12-17,5,5,0
3870,2025-12-18,6,6,0
3870,2025-12-19,4,4,0
3870,2025-12-20,3,4,1
3870,2025-12-21,2,3,1
3892,2025-11-22,479,479,0
3892,2025-11-23,527,527,0
3892,2025-11-24,517,517,0
3892,2025-11-25,533,533,0
3892,2025-11-26,832,832,0
3892,2025-11-27,1016,1016,0
3892,2025-11-28,558,558,0
3892,2025-11-29,404,427,23
3892,2025-11-30,447,475,28
3892,2025-12-01,339,363,24
3892,2025-12-02,362,390,28
3892,2025-12-03,735,791,56
3892,2025-12-04,1165,1268,103
3892,2025-12-05,568,614,46
3892,2025-12-06,403,426,23
3892,2025-12-07,312,332,20
3892,2025-12-08,294,312,18
3892,2025-12-09,348,371,23
3892,2025-12-10,453,485,32
3892,2025-12-11,982,1053,71
3892,2025-12-12,435,465,30
3892,2025-12-13,328,353,25
3892,2025-12-14,292,314,22
3892,2025-12-15,316,340,24
3892,2025-12-16,365,393,28
3892,2025-12-17,456,491,35
3892,2025-12-18,661,711,50
3892,2025-12-19,412,441,29
3892,2025-12-20,289,309,20
3892,2025-12-21,209,225,16
3914,2025-11-22,84,84,0
3914,2025-11-23,112,112,0
3914,2025-11-24,62,62,0
3914,2025-11-25,59,59,0
3914,2025-11-26,72,72,0
3914,2025-11-27,225,225,0
3914,2025-11-28,104,104,0
3914,2025-11-29,72,77,5
3914,2025-11-30,59,64,5
3914,2025-12-01,74,79,5
3914,2025-12-02,74,80,6
3914,2025-12-03,130,141,11
3914,2025-12-04,377,413,36
3914,2025-12-05,150,163,13
3914,2025-12-06,107,114,7
3914,2025-12-07,123,130,7
3914,2025-12-08,121,129,8
3914,2025-12-09,123,131,8
3914,2025-12-10,176,187,11
3914,2025-12-11,647,692,45
3914,2025-12-12,212,226,14
3914,2025-12-13,113,121,8
3914,2025-12-14,101,109,8
3914,2025-12-15,133,142,9
3914,2025-12-16,133,143,10
3914,2025-12-17,179,192,13
3914,2025-12-18,411,443,32
3914,2025-12-19,210,226,16
3914,2025-12-20,123,132,9
3914,2025-12-21,59,64,5
3927,2025-11-22,2,2,0
3927,2025-11-23,1,1,0
3927,2025-11-24,1,1,0
3927,2025-11-25,1,1,0
3927,2025-11-26,2,2,0
3927,2025-11-27,5,5,0
3927,2025-11-28,2,2,0
3927,2025-11-29,2,2,0
3927,2025-11-30,2,2,0
3927,2025-12-01,2,2,0
3927,2025-12-02,2,2,0
3927,2025-12-03,3,3,0
3927,2025-12-04,8,8,0
3927,2025-12-05,5,5,0
3927,2025-12-06,3,3,0
3927,2025-12-07,3,3,0
3927,2025-12-08,2,2,0
3927,2025-12-09,2,3,1
3927,2025-12-10,3,3,0
3927,2025-12-11,5,5,0
3927,2025-12-12,2,2,0
3927,2025-12-13,6,6,0
3927,2025-12-14,6,6,0
3927,2025-12-15,9,9,0
3927,2025-12-16,7,7,0
3927,2025-12-17,7,7,0
3927,2025-12-18,9,9,0
3927,2025-12-19,3,3,0
3927,2025-12-20,3,4,1
3927,2025-12-21,2,2,0
3933,2025-11-22,56,56,0
3933,2025-11-23,52,52,0
3933,2025-11-24,25,25,0
3933,2025-11-25,26,26,0
3933,2025-11-26,40,40,0
3933,2025-11-27,93,93,0
3933,2025-11-28,10,10,0
3933,2025-11-29,10,11,1
3933,2025-11-30,16,18,2
3933,2025-12-01,16,18,2
3933,2025-12-02,16,18,2
3933,2025-12-03,49,53,4
3933,2025-12-04,142,155,13
3933,2025-12-05,24,26,2
3933,2025-12-06,24,26,2
3933,2025-12-07,22,23,1
3933,2025-12-08,19,20,1
3933,2025-12-09,21,23,2
3933,2025-12-10,37,39,2
3933,2025-12-11,131,140,9
3933,2025-12-12,22,23,1
3933,2025-12-13,17,19,2
3933,2025-12-14,16,17,1
3933,2025-12-15,17,19,2
3933,2025-12-16,21,23,2
3933,2025-12-17,51,54,3
3933,2025-12-18,99,106,7
3933,2025-12-19,25,27,2
3933,2025-12-20,17,19,2
3933,2025-12-21,12,12,0
3935,2025-11-22,0,0,0
3935,2025-11-23,0,0,0
3935,2025-11-24,0,0,0
3935,2025-11-25,0,0,0
3935,2025-11-26,0,0,0
3935,2025-11-27,0,0,0
3935,2025-11-28,0,0,0
3935,2025-11-29,0,0,0
3935,2025-11-30,0,0,0
3935,2025-12-01,0,0,0
3935,2025-12-02,0,0,0
3935,2025-12-03,0,0,0
3935,2025-12-04,0,0,0
3935,2025-12-05,0,0,0
3935,2025-12-06,0,0,0
3935,2025-12-07,0,0,0
3935,2025-12-08,0,0,0
3935,2025-12-09,0,0,0
3935,2025-12-10,0,0,0
3935,2025-12-11,0,0,0
3935,2025-12-12,0,0,0
3935,2025-12-13,0,0,0
3935,2025-12-14,0,0,0
3935,2025-12-15,0,0,0
3935,2025-12-16,0,0,0
3935,2025-12-17,0,0,0
3935,2025-12-18,0,0,0
3935,2025-12-19,0,0,0
3935,2025-12-20,0,0,0
3935,2025-12-21,0,0,0
4078,2025-11-22,0,0,0
4078,2025-11-23,0,0,0
4078,2025-11-24,0,0,0
4078,2025-11-25,0,0,0
4078,2025-11-26,0,0,0
4078,2025-11-27,0,0,0
4078,2025-11-28,0,0,0
4078,2025-11-29,0,0,0
4078,2025-11-30,0,0,0
4078,2025-12-01,0,0,0
4078,2025-12-02,0,0,0
4078,2025-12-03,0,0,0
4078,2025-12-04,0,0,0
4078,2025-12-05,0,0,0
4078,2025-12-06,0,0,0
4078,2025-12-07,0,0,0
4078,2025-12-08,0,0,0
4078,2025-12-09,0,0,0
4078,2025-12-10,0,0,0
4078,2025-12-11,0,0,0
4078,2025-12-12,0,0,0
4078,2025-12-13,0,0,0
4078,2025-12-14,0,0,0
4078,2025-12-15,0,0,0
4078,2025-12-16,0,0,0
4078,2025-12-17,0,0,0
4078,2025-12-18,0,0,0
4078,2025-12-19,0,0,0
4078,2025-12-20,0,0,0
4078,2025-12-21,0,0,0
4125,2025-11-22,3,3,0
4125,2025-11-23,1,1,0
4125,2025-11-24,0,0,0
4125,2025-11-25,0,0,0
4125,2025-11-26,1,1,0
4125,2025-11-27,2,2,0
4125,2025-11-28,1,1,0
4125,2025-11-29,1,1,0
4125,2025-11-30,1,1,0
4125,2025-12-01,1,1,0
4125,2025-12-02,1,1,0
4125,2025-12-03,1,1,0
4125,2025-12-04,7,8,1
4125,2025-12-05,2,2,0
4125,2025-12-06,2,2,0
4125,2025-12-07,1,2,1
4125,2025-12-08,2,2,0
4125,2025-12-09,1,2,1
4125,2025-12-10,2,2,0
4125,2025-12-11,16,16,0
4125,2025-12-12,1,1,0
4125,2025-12-13,1,1,0
4125,2025-12-14,1,1,0
4125,2025-12-15,2,2,0
4125,2025-12-16,2,2,0
4125,2025-12-17,2,2,0
4125,2025-12-18,4,4,0
4125,2025-12-19,2,2,0
4125,2025-12-20,2,2,0
4125,2025-12-21,1,1,0
4138,2025-11-22,7,7,0
4138,2025-11-23,7,7,0
4138,2025-11-24,9,9,0
4138,2025-11-25,6,6,0
4138,2025-11-26,8,8,0
4138,2025-11-27,15,15,0
4138,2025-11-28,4,4,0
4138,2025-11-29,4,5,1
4138,2025-11-30,5,5,0
4138,2025-12-01,5,5,0
4138,2025-12-02,6,6,0
4138,2025-12-03,7,7,0
4138,2025-12-04,20,21,1
4138,2025-12-05,9,9,0
4138,2025-12-06,7,8,1
4138,2025-12-07,7,7,0
4138,2025-12-08,7,8,1
4138,2025-12-09,6,6,0
4138,2025-12-10,7,7,0
4138,2025-12-11,13,14,1
4138,2025-12-12,6,7,1
4138,2025-12-13,8,8,0
4138,2025-12-14,7,8,1
4138,2025-12-15,8,9,1
4138,2025-12-16,7,8,1
4138,2025-12-17,7,8,1
4138,2025-12-18,11,12,1
4138,2025-12-19,6,6,0
4138,2025-12-20,7,7,0
4138,2025-12-21,10,11,1
4161,2025-11-22,146,146,0
