city_code,checkin,horizon,observed,final,remaining_demand,observed_total,days_to_checkin,pickup_1d,pickup_3d,pickup_7d,pickup_14d,pickup_velocity_3d,pickup_velocity_7d,pickup_velocity_14d,pickup_acceleration_3d,pickup_acceleration_7d,pickup_1d_share,pickup_3d_share,pickup_7d_share,pickup_3d_over_7d,active_search_days,days_since_first_search,days_since_last_search,max_daily_search,mean_daily_search,std_daily_search,search_span,expected_completion_fraction,expected_remaining_fraction,pickup_baseline_prediction,pickup_baseline_remaining,pickup_surprise,checkin_weekday,is_weekend,checkin_day_of_month,jalali_month,jalali_day,province_code,lat,long,city_hist_mean,city_hist_median,city_hist_p75,city_hist_p90,city_hist_std,city_volatility,city_weekend_ratio,city_weekday_mean,market_observed_total,market_pickup_1d,market_pickup_3d,market_pickup_7d,market_pickup_14d,market_pickup_velocity_3d,market_pickup_velocity_7d,market_pickup_velocity_14d,market_pickup_acceleration_3d,market_pickup_acceleration_7d,city_share_of_market,province_observed_total,province_pickup_1d,province_pickup_3d,province_pickup_7d,province_pickup_14d,province_pickup_velocity_3d,province_pickup_velocity_7d,province_pickup_velocity_14d,province_pickup_acceleration_3d,province_pickup_acceleration_7d,city_share_of_province
7766,2024-11-17,3,40,70,30,40,3,2,13,21,29,4.333,3,2.071,1.667,1.857,0.05,0.325,0.525,0.619,12,33,0,8,3.333,2.285,33,0.5879,0.4121,68.04,28.04,4e+07,6,0,17,8,27,929,35.72,50.99,160.3,140,181,257.2,85.05,0.5307,1.308,135.8,1.207e+05,1.106e+04,3.164e+04,6.023e+04,8.35e+04,1.055e+04,8605,5964,2731,5280,0.0003313,4447,587,1368,2488,3388,456,355.4,242,142,226.9,0.008995
7963,2024-11-17,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.677,0.323,0,0,0,6,0,17,8,27,289,35.7,59.85,6.51,5,9,15,6.989,1.074,1.226,5.481,9.877e+04,9682,2.593e+04,4.588e+04,6.599e+04,8642,6554,4713,3305,3682,0,9632,707,2053,3799,6108,684.3,542.7,436.3,241.7,212.9,0
1299,2024-11-18,1,283,308,25,283,1,49,134,213,235,44.67,30.43,16.79,19.33,27.29,0.1731,0.4735,0.7527,0.6291,26,49,0,68,10.88,16.79,49,0.8691,0.1309,325.6,42.64,2.83e+08,0,0,18,8,28,424,32.38,51.19,803,455,863,1795,1004,1.25,1.989,506.7,1.524e+05,1.672e+04,4.381e+04,7.697e+04,1.071e+05,1.46e+04,1.1e+04,7647,6181,6697,0.001857,6384,672,2034,3351,4488,678,478.7,320.6,301.3,316.3,0.04433
5297,2024-11-18,25,69,551,482,69,25,2,9,33,48,3,4.714,3.429,-4,2.571,0.02899,0.1304,0.4783,0.2727,15,33,0,12,4.6,2.894,33,0.1038,0.8962,664.8,595.8,6.9e+07,0,0,18,8,28,754,37.8,48.9,2699,1651,3305,6755,3386,1.255,1.149,2323,2.228e+04,1454,4538,9571,1.459e+04,1513,1367,1042,135.7,650.1,0.003097,2756,248,792,1319,1859,264,188.4,132.8,131.3,111.3,0.02504
5818,2024-11-18,14,3,6,3,3,14,0,2,2,2,0.6667,0.2857,0.1429,0.6667,0.2857,0,0.6667,0.6667,1,2,29,1,2,1.5,0.5,28,0.1909,0.8091,15.71,12.71,1.416,0,0,18,8,28,424,33.75,51.43,127.5,41,99,277.2,327.4,2.568,2.419,69.75,4.829e+04,2918,9190,1.857e+04,3.055e+04,3063,2653,2182,721.7,941.7,6.212e-05,2002,106,373,807,1260,124.3,115.3,90,17.33,50.57,0.001499
7222,2024-11-18,1,112,160,48,112,1,8,27,49,79,9,7,5.643,2,2.714,0.07143,0.2411,0.4375,0.551,19,54,0,21,5.895,4.919,54,0.7967,0.2033,140.6,28.59,1.12e+08,0,0,18,8,28,987,35.65,50.98,399.9,282,433,810.4,325.3,0.8136,1.91,294.7,1.524e+05,1.672e+04,4.381e+04,7.697e+04,1.071e+05,1.46e+04,1.1e+04,7647,6181,6697,0.0007348,2.608e+04,3376,8477,1.367e+04,1.797e+04,2826,1953,1284,1434,1339,0.004294
7280,2024-11-18,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.767,0.233,0,0,0,0,0,18,8,28,424,33.78,51.23,19.08,10,22,42.6,31.35,1.643,2.343,10.58,1.357e+05,1.602e+04,3.624e+04,6.641e+04,9.371e+04,1.208e+04,9487,6694,4081,5587,0,5712,838,1766,2949,3969,588.7,421.3,283.5,284.3,275.6,0
7366,2024-11-18,18,0,4,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.1718,0.8282,0,0,0,0,0,18,8,28,754,38.15,48.89,25.66,13,27,54,40.81,1.591,1.262,19.02,3.642e+04,2029,6698,1.414e+04,2.371e+04,2233,2020,1693,331.7,652.3,0,4791,268,1000,2035,3354,333.3,290.7,239.6,70,102.3,0
8304,2024-11-18,3,111,167,56,111,3,3,15,42,87,5,6,6.214,0.3333,-0.4286,0.02703,0.1351,0.3784,0.3571,19,38,0,21,5.842,5.102,38,0.5432,0.4568,204.4,93.36,1.11e+08,0,0,18,8,28,987,35.75,52.77,775.3,301,745,1618,1458,1.88,1.853,522.7,1.197e+05,1.106e+04,2.82e+04,5.632e+04,8.058e+04,9401,8046,5756,2007,4579,0.0009274,1.949e+04,1879,4890,8638,1.222e+04,1630,1234,872.7,609.3,722.6,0.005696
9150,2024-11-18,18,16,85,69,16,18,0,2,10,11,0.6667,1.429,0.7857,-2,1.286,0,0.125,0.625,0.2,6,20,1,4,2.667,1.374,19,0.154,0.846,103.9,87.87,1.385,0,0,18,8,28,289,36.21,57.68,122.6,97,136,222.8,83.31,0.6794,1.031,130.9,3.642e+04,2029,6698,1.414e+04,2.371e+04,2233,2020,1693,331.7,652.3,0.0004393,3779,277,809,1496,2859,269.7,213.7,204.2,90,19,0.004234
2778,2024-11-19,2,1589,2125,536,1589,2,175,466,1012,1282,155.3,144.6,91.57,17.33,106,0.1101,0.2933,0.6369,0.4605,42,55,0,191,37.83,52.71,55,0.7485,0.2515,2123,533.8,1.589e+09,1,0,19,8,29,754,37.2,50.01,4533,3097,5266,9108,4506,0.9941,1.264,4286,1.517e+05,1.689e+04,4.472e+04,7.593e+04,1.061e+05,1.491e+04,1.085e+04,7577,6948,6540,0.01048,2.682e+04,3759,9015,1.481e+04,2.013e+04,3005,2116,1438,1580,1356,0.05924
4192,2024-11-19,25,2,18,16,2,25,1,2,2,2,0.6667,0.2857,0.1429,0.6667,0.2857,0.5,1,1,1,2,1,0,1,1,0,1,0.1121,0.8879,17.84,15.84,0.9982,1,0,19,8,29,754,37.36,49.86,45.96,27,51,87.6,58.86,1.281,1.164,45.63,2.404e+04,1790,4873,1.097e+04,1.595e+04,1624,1567,1140,73,854.6,8.321e-05,3234,258,872,1682,2293,290.7,240.3,163.8,66.67,153,0.0006184
6888,2024-11-19,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.6734,0.3266,0,0,0,1,0,19,8,29,424,34.04,54.41,0.005479,0,0,0,0.1047,19.1,0,0,1.348e+05,1.613e+04,3.591e+04,6.515e+04,9.24e+04,1.197e+04,9307,6600,4259,5414,0,6105,625,1601,3115,4261,533.7,445,304.4,133,281.3,0
7280,2024-11-19,7,2,2,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,16,2,2,0,0,0.4384,0.5616,4.562,2.562,1.655,1,0,19,8,29,424,33.78,51.23,19.08,10,22,42.6,31.35,1.643,2.343,13.35,9.064e+04,7574,2.101e+04,3.826e+04,5.852e+04,7002,5466,4180,2457,2572,2.207e-05,4093,448,1103,1813,2681,367.7,259,191.5,195.3,135,0.0004886
7515,2024-11-19,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.0777,0.9223,0,0,0,1,0,19,8,29,987,35.56,51.17,0.005479,0,0,0,0.1047,19.1,0,0,1.601e+04,1500,3788,6702,1.024e+04,1263,957.4,731.1,532.3,452.7,0,3423,288,728,1246,2049,242.7,178,146.4,105.7,63.29,0
8043,2024-11-19,14,91,236,145,91,14,3,24,46,64,8,6.571,4.571,1.333,4,0.03297,0.2637,0.5055,0.5217,16,42,0,20,5.688,5.034,42,0.201,0.799,452.7,361.7,9.1e+07,1,0,19,8,29,149,36.75,51.04,576.2,413,663,1243,535.5,0.9293,1.208,552.3,5.238e+04,3373,9994,2.026e+04,3.321e+04,3331,2895,2372,714.3,1044,0.001737,1.011e+04,794,2225,4326,6613,741.7,618,472.4,184.7,291.3,0.009001
5244,2024-11-20,25,9,60,51,9,25,4,4,6,6,1.333,0.8571,0.4286,1.333,0.8571,0.4444,0.4444,0.6667,0.6667,3,21,0,4,3,0.8165,21,0.06731,0.9327,133.7,124.7,1.822,2,0,20,8,30,929,35.95,50.68,167.8,97,155,273,274,1.633,1.286,206.7,1.615e+04,1527,3798,8492,1.204e+04,1266,1213,860,12.33,706.3,0.0005574,751,91,202,375,506,67.33,53.57,36.14,28,34.86,0.01198
5947,2024-11-20,10,7,66,59,7,10,1,1,3,5,0.3333,0.4286,0.3571,-0.3333,0.1429,0.1429,0.1429,0.4286,0.3333,4,17,0,2,1.75,0.433,17,0.352,0.648,19.89,12.89,0.6263,2,0,20,8,30,754,37.09,50.19,283.4,188,325,613.2,314.8,1.111,1.193,350.1,5.99e+04,6629,1.677e+04,2.852e+04,4.222e+04,5590,4075,3015,2615,2119,0.0001169,1.098e+04,1426,3614,5985,8524,1205,855,608.9,591,492.3,0.0006378
6886,2024-11-20,7,602,2142,1540,602,7,82,205,336,492,68.33,48,35.14,31,25.71,0.1362,0.3405,0.5581,0.6101,32,52,0,82,18.81,21.75,52,0.3797,0.6203,1585,983.4,6.02e+08,2,0,20,8,30,149,36.57,53.06,3964,2805,4678,8091,3247,0.8192,1.305,4829,8.333e+04,8713,2.342e+04,4.318e+04,6.08e+04,7808,6169,4343,2218,3652,0.007225,1.987e+04,2623,6711,1.173e+04,1.558e+04,2237,1675,1113,769,1124,0.0303
8008,2024-11-20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.88,0.12,0,0,0,2,0,20,8,30,754,37.28,49.38,0.005479,0,0,0,0.1047,19.1,0,0,1.923e+05,2.786e+04,7.073e+04,1.177e+05,1.554e+05,2.358e+04,1.682e+04,1.11e+04,1.081e+04,1.144e+04,0,4.045e+04,5975,1.585e+04,2.596e+04,3.438e+04,5285,3709,2455,2472,2506,0
1297,2024-11-21,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.1583,0.8417,0,0,0,3,1,21,9,1,424,33.05,51.08,2.225,1,2,5,3.762,1.691,1.057,3.25,3.49e+04,1897,6566,1.455e+04,2.541e+04,2189,2079,1815,101.3,528.1,0,1615,194,400,752,1228,133.3,107.4,87.71,58.67,39.43,0
3382,2024-11-21,14,0,6,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.2229,0.7771,0,0,0,3,1,21,9,1,149,36.17,53.27,12.08,6,13,32.2,17.8,1.474,1.614,24.4,6.306e+04,3854,1.234e+04,2.816e+04,4.271e+04,4114,4023,3051,-158.3,1944,0,1.326e+04,845,2687,6518,9216,895.7,931.1,658.3,-139.3,545.7,0
4756,2024-11-21,3,458,939,481,458,3,104,223,343,418,74.33,49,29.86,36.33,38.29,0.2271,0.4869,0.7489,0.6501,20,51,0,104,22.9,27.99,51,0.6289,0.3711,728.2,270.2,4.58e+08,3,1,21,9,1,149,36.57,51.97,1204,797,1290,2277,1313,1.09,1.25,1752,2.347e+05,3.212e+04,8.673e+04,1.388e+05,1.839e+05,2.891e+04,1.983e+04,1.314e+04,1.522e+04,1.338e+04,0.001952,6.47e+04,1.086e+04,2.641e+04,4.215e+04,5.413e+04,8804,6022,3866,4614,4311,0.007079
4998,2024-11-21,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.4384,0.5616,0,0,0,3,1,21,9,1,424,31.53,51.33,0.005479,0,0,0,0.1047,19.1,0,0,1.304e+05,1.206e+04,3.457e+04,6.737e+04,9.553e+04,1.152e+04,9624,6823,2724,5601,0,6334,762,1844,3576,4719,614.7,510.9,337.1,144,347.6,0
5683,2024-11-21,30,1,3,2,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,22,1,1,0,0,0.08178,0.9182,12.23,11.23,3.202,3,1,21,9,1,424,32.6,51.55,4.786,4,7,12,5.484,1.146,1.047,6.423,1.685e+04,3078,5518,8669,1.213e+04,1839,1238,866.6,1020,743.7,5.934e-05,690,155,227,366,529,75.67,52.29,37.79,41.33,29,0.001449
5799,2024-11-21,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.358,0.642,0,0,0,3,1,21,9,1,490,27.1,57.07,0.08767,0,0,0,0.4781,5.453,1.926,0.1731,4.66e+04,4301,1.169e+04,2.037e+04,3.402e+04,3898,2910,2430,1709,960.9,0,1.311e+04,1180,2978,5572,9084,992.7,796,648.9,360.7,294.3,0
7222,2024-11-21,18,57,681,624,57,18,0,13,20,50,4.333,2.857,3.571,2,-1.429,0,0.2281,0.3509,0.65,10,40,1,9,5.7,2.452,39,0.1002,0.8998,568.7,511.7,8.565,3,1,21,9,1,987,35.65,50.98,399.9,282,433,810.4,325.3,0.8136,1.91,837.6,4.66e+04,4301,1.169e+04,2.037e+04,3.402e+04,3898,2910,2430,1709,960.9,0.001223,6930,609,1560,2650,4913,520,378.6,350.9,244,55.29,0.008225
8043,2024-11-21,5,159,388,229,159,5,21,65,105,140,21.67,15,10,11.67,10,0.1321,0.4088,0.6604,0.619,13,25,0,35,12.23,8.116,25,0.4898,0.5102,324.6,165.6,1.59e+08,3,1,21,9,1,149,36.75,51.04,576.2,413,663,1243,535.5,0.9293,1.208,827.5,1.724e+05,2.444e+04,5.4e+04,9.514e+04,1.301e+05,1.8e+04,1.359e+04,9291,7357,8600,0.0009224,4.525e+04,6965,1.629e+04,2.789e+04,3.666e+04,5429,3984,2618,2407,2732,0.003514
8838,2024-11-21,18,32,781,749,32,18,5,9,13,32,3,1.857,2.286,1.667,-0.8571,0.1562,0.2812,0.4062,0.6923,8,13,0,10,4,2.55,13,0.1673,0.8327,191.2,159.2,3.2e+07,3,1,21,9,1,754,37.13,50.3,960.6,556,989,2203,1243,1.294,1.208,1356,4.66e+04,4301,1.169e+04,2.037e+04,3.402e+04,3898,2910,2430,1709,960.9,0.0006868,7144,813,2149,3642,5664,716.3,520.3,404.6,342.7,231.4,0.004479
9221,2024-11-21,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.6653,0.3347,0,0,0,3,1,21,9,1,490,25.66,57.79,0.005479,0,0,0,0.1047,19.1,0,0,1.304e+05,1.206e+04,3.457e+04,6.737e+04,9.553e+04,1.152e+04,9624,6823,2724,5601,0,2.933e+04,1998,5890,1.216e+04,1.92e+04,1963,1737,1371,284.7,732.4,0
3365,2024-11-22,2,524,831,307,524,2,78,147,251,408,49,35.86,29.14,16,13.43,0.1489,0.2805,0.479,0.5857,28,38,0,78,18.71,18.76,38,0.6902,0.3098,759.1,235.1,5.24e+08,4,1,22,9,2,987,35.74,51.91,1645,948,1740,3773,1901,1.156,2.151,1555,1.495e+05,2.171e+04,5.182e+04,8.664e+04,1.156e+05,1.727e+04,1.238e+04,8254,7565,8246,0.003505,2.214e+04,3389,7943,1.286e+04,1.69e+04,2648,1836,1207,1288,1259,0.02367
4684,2024-11-22,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.533,0.467,0,0,0,4,1,22,9,2,424,32.91,51.81,0.005479,0,0,0,0.1047,19.1,0,0,9.77e+04,1.18e+04,2.912e+04,5.021e+04,7.066e+04,9707,7173,5048,4301,4251,0,3690,526,1128,1935,2747,376,276.4,196.2,176.3,160.4,0
4756,2024-11-22,5,189,428,239,189,5,34,98,149,162,32.67,21.29,11.57,25.67,19.43,0.1799,0.5185,0.7884,0.6577,12,50,0,42,15.75,13.42,50,0.4685,0.5315,403.4,214.4,1.89e+08,4,1,22,9,2,149,36.57,51.97,1204,797,1290,2277,1313,1.09,1.25,1063,9.77e+04,1.18e+04,2.912e+04,5.021e+04,7.066e+04,9707,7173,5048,4301,4251,0.001934,2.161e+04,3207,7663,1.275e+04,1.727e+04,2554,1822,1234,1253,1176,0.008745
5309,2024-11-22,14,0,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.3659,0.6341,0,0,0,4,1,22,9,2,289,36.57,59.19,18.8,13,26,42.6,20.68,1.1,1.234,15,3.924e+04,3105,7663,1.655e+04,2.568e+04,2554,2365,1835,301,1060,0,3856,235,628,1502,2463,209.3,214.6,175.9,-22.33,77.29,0
5686,2024-11-22,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.1301,0.8699,0,0,0,4,1,22,9,2,149,35.9,52.22,0.005479,0,0,0,0.1047,19.1,0,0,2.268e+04,1674,4198,9131,1.641e+04,1399,1304,1172,88.33,265.1,0,3585,286,808,1483,2612,269.3,211.9,186.6,84.33,50.57,0
5762,2024-11-22,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.2831,0.7169,0,0,0,4,1,22,9,2,289,34.74,60.78,0.005479,0,0,0,0.1047,19.1,0,0,2.927e+04,2235,6587,1.21e+04,2.083e+04,2196,1729,1488,796.3,482.1,0,2976,263,622,1186,2104,207.3,169.4,150.3,81.33,38.29,0
7399,2024-11-22,3,276,316,40,276,3,65,84,112,175,28,16,12.5,19.67,7,0.2355,0.3043,0.4058,0.75,32,56,0,65,8.625,10.84,56,0.8444,0.1556,326.9,50.87,2.76e+08,4,1,22,9,2,490,26.68,55.89,550.7,430,705,1069,545.1,0.9898,1.017,449.5,1.278e+05,1.724e+04,4.19e+04,7.011e+04,9.623e+04,1.397e+04,1.002e+04,6874,6291,6283,0.002159,3.411e+04,3515,8856,1.565e+04,2.276e+04,2952,2235,1626,1117,1219,0.008092
7619,2024-11-22,2,4263,5579,1316,4263,2,622,1394,2363,3327,464.7,337.6,237.6,187.7,199.9,0.1459,0.327,0.5543,0.5899,54,56,0,622,78.94,124.2,56,0.7796,0.2204,5468,1205,4.263e+09,4,1,22,9,2,424,32.58,51.66,1.38e+04,9197,1.302e+04,2.039e+04,1.692e+04,1.226,1.208,1.119e+04,1.495e+05,2.171e+04,5.182e+04,8.664e+04,1.156e+05,1.727e+04,1.238e+04,8254,7565,8246,0.02851,5484,711,1794,3103,4249,598,443.3,303.5,222,279.6,0.7774
1183,2024-11-23,14,5616,2.493e+04,1.931e+04,5616,14,332,1065,2120,3459,355,302.9,247.1,89.33,111.6,0.05912,0.1896,0.3775,0.5024,46,45,0,438,122.1,102.7,45,0.2546,0.7454,2.206e+04,1.644e+04,5.616e+09,5,0,23,9,3,987,35.7,51.35,3.956e+04,3.588e+04,4.315e+04,5.868e+04,1.446e+04,0.3654,1.232,3.4e+04,4.212e+04,3428,8355,1.651e+04,2.687e+04,2785,2359,1919,737,880,0.1333,6382,395,1192,2422,3938,397.3,346,281.3,98,129.4,0.88
1224,2024-11-23,1,16,23,7,16,1,1,11,14,16,3.667,2,1.143,2.667,1.714,0.0625,0.6875,0.875,0.7857,5,7,0,5,3.2,1.6,7,0.7867,0.2133,20.34,4.338,1.6e+07,5,0,23,9,3,987,35.48,51.08,37.88,33,42,58,22.32,0.5893,1.324,32.38,1.541e+05,1.585e+04,4.41e+04,8.423e+04,1.154e+05,1.47e+04,1.203e+04,8246,4207,7575,0.0001038,2.397e+04,3233,8080,1.384e+04,1.798e+04,2693,1978,1284,1175,1387,0.0006676
1782,2024-11-23,14,0,2,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.2541,0.7459,0,0,0,5,0,23,9,3,424,33.68,55.01,21.59,9,19,41,45.07,2.088,1.169,17.4,4.212e+04,3428,8355,1.651e+04,2.687e+04,2785,2359,1919,737,880,0,1421,74,204,522,868,68,74.57,62,-8.333,25.14,0
1986,2024-11-23,7,3,12,9,3,7,3,3,3,3,1,0.4286,0.2143,1,0.4286,1,1,1,1,1,0,0,3,3,0,0,0.4384,0.5616,6.842,3.842,0.9668,5,0,23,9,3,424,33.36,52.38,23.81,15,29,48.6,28.08,1.179,1.181,19.65,7.855e+04,8648,1.928e+04,3.643e+04,5.294e+04,6426,5204,3782,2027,2845,3.819e-05,2693,280,624,1272,1794,208,181.7,128.1,47.33,107.1,0.001114
2730,2024-11-23,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.09212,0.9079,0,0,0,5,0,23,9,3,929,35.72,50.36,5.195,4,7,11,6.068,1.168,0.9383,4.654,2.561e+04,1951,4970,1.035e+04,1.804e+04,1657,1479,1289,305.7,380.3,0,1014,54,161,415,747,53.67,59.29,53.36,-10.67,11.86,0
3042,2024-11-23,18,6,38,32,6,18,0,0,1,6,0,0.1429,0.4286,-0.3333,-0.5714,0,0,0.1667,0,2,12,5,5,3,2,7,0.1484,0.8516,40.44,34.44,1.272,5,0,23,9,3,424,33.45,50.28,152.1,79,149,361,217.2,1.428,1.339,109.2,3.186e+04,2202,6247,1.251e+04,2.125e+04,2082,1787,1518,425.7,538.7,0.0001883,1155,85,256,499,823,85.33,71.29,58.79,28,25,0.005195
4541,2024-11-23,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,42,1,1,0,0,0.88,0.12,1.136,0.1363,1e+06,5,0,23,9,3,754,37.13,49.37,4.518,2,6,11,7.004,1.55,1.206,3.673,1.541e+05,1.585e+04,4.41e+04,8.423e+04,1.154e+05,1.47e+04,1.203e+04,8246,4207,7575,6.488e-06,2.44e+04,2535,7179,1.396e+04,1.93e+04,2393,1995,1378,578,1233,4.098e-05
5683,2024-11-23,10,1,2,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,44,1,1,0,0,0.3423,0.6577,2.922,1.922,1.465,5,0,23,9,3,424,32.6,51.55,4.786,4,7,12,5.484,1.146,1.047,4.596,5.928e+04,4352,1.32e+04,2.551e+04,3.864e+04,4399,3644,2760,1028,1768,1.687e-05,2069,143,482,852,1342,160.7,121.7,95.86,58.33,51.71,0.0004833
7029,2024-11-23,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.4732,0.5268,0,0,0,5,0,23,9,3,289,36.14,59.11,0.005479,0,0,0,0.1047,19.1,0,0.03846,5.928e+04,4352,1.32e+04,2.551e+04,3.864e+04,4399,3644,2760,1028,1768,0,5183,453,1115,2149,3273,371.7,307,233.8,90,146.4,0
1177,2024-11-24,30,1,62,61,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,16,1,1,0,0,0.0367,0.9633,27.25,26.25,0.5314,6,0,24,9,4,149,36.24,53.54,135,80,166,321.4,170.8,1.265,1.628,86.06,1.196e+04,1028,2967,6038,8665,989,862.6,618.9,157.7,487.3,8.364e-05,1703,115,417,823,1195,139,117.6,85.36,29.33,64.43,0.0005872
2587,2024-11-24,14,9,144,135,9,14,4,4,7,7,1.333,1,0.5,0.3333,1,0.4444,0.4444,0.7778,0.5714,4,29,0,4,2.25,1.299,29,0.232,0.768,38.79,29.79,9e+06,6,0,24,9,4,754,37.2,50.15,638.8,426,684,1218,712.2,1.115,1.24,516,3.905e+04,3076,8186,1.539e+04,2.505e+04,2729,2199,1789,891.3,819.6,0.0002305,5249,522,1303,2422,3603,434.3,346,257.4,117.3,177.3,0.001715
2692,2024-11-24,1,345,412,67,345,1,28,62,164,257,20.67,23.43,18.36,-10.67,10.14,0.08116,0.1797,0.4754,0.378,29,56,0,76,11.9,14.53,56,0.8102,0.1898,425.8,80.82,3.45e+08,6,0,24,9,4,754,38.39,48.87,1671,1020,1914,3849,2100,1.257,1.276,1323,1.422e+05,1.526e+04,3.94e+04,7.544e+04,1.062e+05,1.313e+04,1.078e+04,7586,3501,6382,0.002427,2.17e+04,2613,6179,1.172e+04,1.697e+04,2060,1674,1212,553.3,922.9,0.0159
2728,2024-11-24,10,3,3,0,3,10,0,2,2,2,0.6667,0.2857,0.1429,0.6667,0.2857,0,0.6667,0.6667,1,2,30,1,2,1.5,0.5,29,0.621,0.379,4.831,1.831,13.1,6,0,24,9,4,490,26.81,53.37,90.64,38,97,184,162.5,1.793,0.8579,86.48,5.38e+04,3795,1.098e+04,2.294e+04,3.52e+04,3660,3277,2514,446.7,1525,5.576e-05,1.975e+04,1254,3514,7622,1.206e+04,1171,1089,861.1,72,455.4,0.0001519
3837,2024-11-24,7,1,7,6,1,7,0,0,0,1,0,0,0.07143,0,-0.1429,0,0,0,0,1,8,8,1,1,0,0,0.4384,0.5616,2.281,1.281,0.7276,6,0,24,9,4,424,33.69,52.01,10.27,6,11,24.6,14.8,1.441,1.679,6.788,7.387e+04,7136,2.007e+04,3.482e+04,5.022e+04,6691,4975,3587,3031,2776,1.354e-05,2478,249,625,1147,1681,208.3,163.9,120.1,76.67,87.57,0.0004036
4138,2024-11-24,30,0,5,5,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.08178,0.9182,0,0,0,6,0,24,9,4,424,32.39,51.39,14.44,11,19,28,12.49,0.8649,1.222,12.08,1.196e+04,1028,2967,6038,8665,989,862.6,618.9,157.7,487.3,0,386,76,156,221,306,52,31.57,21.86,39.33,19.43,0
4174,2024-11-24,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.1635,0.8365,0,0,0,6,0,24,9,4,149,36.42,52.66,1.17,0,2,3,1.808,1.545,1.195,0.9423,2.894e+04,1767,5289,1.144e+04,1.896e+04,1763,1635,1354,77.67,561.1,0,4602,287,889,2009,3118,296.3,287,222.7,4.333,128.6,0
5309,2024-11-24,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.1753,0.8247,0,0,0,6,0,24,9,4,289,36.57,59.19,18.8,13,26,42.6,20.68,1.1,1.234,14.62,1.75e+04,1065,3503,7515,1.244e+04,1168,1074,888.7,144.7,369.7,0,1553,73,302,652,1239,100.7,93.14,88.5,7.667,9.286,0
6692,2024-11-24,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.8069,0.1931,0,0,0,6,0,24,9,4,289,36.11,59.06,0.005479,0,0,0,0.1047,19.1,0,0,1.136e+05,1.083e+04,3.202e+04,5.981e+04,8.275e+04,1.067e+04,8544,5910,3233,5267,0,1.01e+04,859,2830,5568,7542,943.3,795.4,538.7,196,513.4,0
7154,2024-11-24,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.3423,0.6577,0,0,0,6,0,24,9,4,424,32.47,51.56,0.005479,0,0,0,0.1047,19.1,0,0,5.38e+04,3795,1.098e+04,2.294e+04,3.52e+04,3660,3277,2514,446.7,1525,0,1853,79,395,786,1248,131.7,112.3,89.14,23.67,46.29,0
8592,2024-11-24,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.1583,0.8417,0,0,0,6,0,24,9,4,424,32.67,52.13,0.005479,0,0,0,0.1047,19.1,0,0,2.365e+04,1649,5056,9657,1.655e+04,1685,1380,1182,577.3,394.7,0,797,89,192,357,600,64,51,42.86,14,16.29,0
