city_code,city,province,observed_so_far,predicted_demand,predicted_remaining,forecast_share,observed_share,pickup_ratio,peak_checkin,owner,action,required_before_spend,evidence_status,priority_reason
6733,koochesfehan,gilan,600,2536,1936,0.0003036119284050509,0.23659305993690852,0.9716224476860603,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
7058,kalachay,gilan,668,2345,1677,0.0002807452571411058,0.28486140724946696,0.971458173155171,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
5434,shahinshahr,isfahan,636,2263,1627,0.0002709281522005639,0.28104286345558993,1.2156355588149501,2025-11-27,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
6782,rostamabad,gilan,530,2253,1723,0.00026973094428098563,0.23524189968930315,0.7836456530091063,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
5657,mahdasht_albrz,alborz,492,2226,1734,0.0002664984828981243,0.2210242587601078,1.324699961931394,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
5802,hachirood,mazandaran,387,2211,1824,0.0002647026710187569,0.17503392130257803,1.1586403866249813,2025-11-27,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
8913,polsefid,mazandaran,510,2157,1647,0.0002582377482530342,0.2364394993045897,1.2233880881879986,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
9150,sabzevar,khorasan_razavi,464,2151,1687,0.00025751942350128726,0.21571362157136215,0.7254783614450169,2025-12-11,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
6287,parand,tehran,440,2123,1683,0.00025416724132646805,0.20725388601036268,0.7497112665917763,2025-12-11,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
9063,parehsar,gilan,593,2112,1519,0.000252850312614932,0.28077651515151514,1.1918950351871143,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
6418,dizin,tehran,313,2092,1779,0.0002504558967757754,0.14961759082217974,1.024570049752158,2025-12-11,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
9806,torghabeh,khorasan_razavi,526,2070,1544,0.0002478220393527032,0.2541062801932367,0.8777757178394593,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
5262,koohsar,alborz,257,1855,1598,0.00022208206908177027,0.138544474393531,1.121912957546406,2025-12-11,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
3312,andisheh,tehran,373,1844,1471,0.00022076514037023414,0.20227765726681127,0.8036773092866147,2025-12-11,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
8445,pakdasht,tehran,465,1780,1315,0.0002131030096849332,0.2612359550561798,0.8691926108591476,2025-12-11,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
8695,abyaneh,isfahan,407,1663,1256,0.00019909567702586735,0.24473842453397474,1.1482194305186695,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
3042,golpayegan,isfahan,403,1655,1252,0.00019813791069020473,0.24350453172205438,0.786265060306168,2025-12-18,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
2337,sooza,hormozgan,857,1584,727,0.00018963773446119896,0.5410353535353535,0.735111740685555,2025-11-26,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
3723,bandar_lengeh,hormozgan,436,1564,1128,0.00018724331862204243,0.27877237851662406,1.6227665066214187,2025-11-26,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
1265,rey,tehran,487,1484,997,0.0001776656552654162,0.32816711590296493,0.9559924339413516,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
7008,neka,mazandaran,281,1399,1118,0.00016748938794900085,0.2008577555396712,1.0003106208797918,2025-12-11,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
1177,kiasar,mazandaran,286,1274,988,0.0001525242889542724,0.22448979591836735,1.1842654809615474,2025-11-27,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
6862,tootekabon,gilan,221,1223,1002,0.0001464185285644232,0.18070318887980377,1.1861290826272268,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
2028,marzikola,mazandaran,322,1211,889,0.00014498187906092927,0.2658959537572254,1.4141233057949847,2025-12-11,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
3933,alasht,mazandaran,279,1191,912,0.00014258746322177272,0.23425692695214106,1.1243304096212237,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
9899,absard,tehran,158,1157,999,0.00013851695629520658,0.1365600691443388,0.5648145994066884,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
7896,ahmadabade_mostowfi,tehran,294,1122,828,0.00013432672857668261,0.2620320855614973,0.601747172667081,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
6753,nain,isfahan,109,1074,965,0.00012858013056270688,0.10148975791433892,0.7772086683021582,2025-12-11,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
9581,ketalem,mazandaran,337,1055,718,0.00012630543551550816,0.3194312796208531,1.290758357298513,2025-11-27,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
7278,galugah,mazandaran,210,1041,831,0.00012462934442809855,0.2017291066282421,1.5365175703362528,2025-11-27,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
6720,semirom,isfahan,216,1026,810,0.00012283353254873114,0.21052631578947367,0.8332798237306467,2025-11-27,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
1895,natanz,isfahan,171,1016,845,0.00012163632462915288,0.16830708661417323,0.951714935977765,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
4973,garmdarreh,alborz,219,971,752,0.00011624888899105063,0.2255406797116375,0.7844748554401707,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
6249,shahreza,isfahan,167,912,745,0.00010918536226553881,0.18311403508771928,0.8677478873566664,2025-11-23,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
6261,abali,tehran,69,899,830,0.00010762899197008704,0.07675194660734148,1.0149867797564653,2025-12-11,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
7416,varzaneh,isfahan,188,891,703,0.00010667122563442442,0.21099887766554434,1.2675011824669042,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
1224,robatkarim,tehran,166,882,716,0.00010559373850680397,0.18820861678004536,0.653843459994019,2025-12-11,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
6986,aboozeidabad,isfahan,177,880,703,0.00010535429692288832,0.20113636363636364,1.3919111079593167,2025-12-11,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
7039,najafabad,isfahan,154,794,640,9.505830881451514e-05,0.19395465994962216,6.00218455938718,2025-12-11,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
5818,ghamsar_isfahan,isfahan,223,751,528,8.991031476032856e-05,0.2969374167776298,0.7684309809317823,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
1120,safadasht,tehran,121,732,611,8.763561971312982e-05,0.16530054644808742,1.0413487822385006,2025-11-27,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
5842,ghods,tehran,133,690,557,8.260734645090107e-05,0.1927536231884058,0.7414768307643554,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
4192,lashtnesha,gilan,202,624,422,7.470577418168444e-05,0.32371794871794873,1.3777228174626852,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
8139,chalandar,mazandaran,221,609,388,7.290996230231703e-05,0.36288998357963875,0.9722075018418878,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
2751,manjil,gilan,73,604,531,7.231135834252788e-05,0.12086092715231789,0.890667554241928,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
9600,gonabad,khorasan_razavi,201,561,360,6.716336428834131e-05,0.3582887700534759,1.8175744475826248,2025-11-26,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
2423,fooladshahr,isfahan,203,555,352,6.644503953659434e-05,0.36576576576576575,1.0617712680996252,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
8738,mohammadshahr_albrz,alborz,123,537,414,6.429006528135344e-05,0.22905027932960895,0.7354043458888316,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
5265,khomeinishahr,isfahan,168,503,335,6.02195583547873e-05,0.33399602385685884,0.890744489946355,2025-12-18,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
8216,khoshke_bijar,gilan,112,503,391,6.02195583547873e-05,0.22266401590457258,1.2053050048956202,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
8270,baghestan,tehran,73,502,429,6.009983756282947e-05,0.1454183266932271,1.2538577320309703,2025-12-11,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
1371,torbat_e_heydarieh,khorasan_razavi,125,489,364,5.854346726737771e-05,0.2556237218813906,0.33385414209653397,2025-12-02,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
1317,rahimabad,gilan,127,474,347,5.67476553880103e-05,0.2679324894514768,0.9944027191641472,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
2670,niasar,isfahan,83,463,380,5.543072667647419e-05,0.17926565874730022,0.9212219458938281,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
1859,baharestan,isfahan,170,450,280,5.387435638102244e-05,0.37777777777777777,1.163663027300372,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
5270,larijan,gilan,139,436,297,5.219826529361285e-05,0.31880733944954126,0.9720162907143347,2025-11-27,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
2852,lisar,gilan,168,435,267,5.207854450165502e-05,0.38620689655172413,1.24631013443915,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
5936,khoramabad,mazandaran,71,417,346,4.9923570246414124e-05,0.17026378896882494,0.8706364099469079,2025-12-11,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
5506,kalat,khorasan_razavi,116,414,298,4.956440787054064e-05,0.28019323671497587,0.7264790603966622,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
9220,khamir,hormozgan,43,400,357,4.788831678313105e-05,0.1075,0.9591002480736293,2025-12-18,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
2363,khalilshahr,mazandaran,112,383,271,4.5853063319847984e-05,0.2924281984334204,1.4738396737238786,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
6930,juybar,mazandaran,36,377,341,4.513473856810102e-05,0.09549071618037135,1.221564526693757,2025-11-27,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
4198,barehsar,gilan,100,364,264,4.3578368272649255e-05,0.27472527472527475,1.2754101453373263,2025-12-11,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
4397,aran_va_bidgol,isfahan,48,361,313,4.321920589677578e-05,0.1329639889196676,0.6716629078858625,2025-12-18,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
1782,khur_and_biabanak,isfahan,120,352,232,4.214171876915533e-05,0.3409090909090909,1.899921022745437,2025-11-27,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
4820,kashmar,khorasan_razavi,72,349,277,4.1782556393281844e-05,0.20630372492836677,1.7132417941189062,2025-12-18,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
5933,charak,hormozgan,61,317,256,3.795149105063136e-05,0.19242902208201892,2.505699122237113,2025-11-26,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
1916,kilan,tehran,84,315,231,3.7712049466715704e-05,0.26666666666666666,0.5835435341649432,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
4516,bandar_charak,hormozgan,82,307,225,3.675428313105308e-05,0.2671009771986971,1.235022043722017,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
1239,nazar_abad,alborz,104,304,200,3.63951207551796e-05,0.34210526315789475,0.07754663434554485,2025-12-11,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
8628,fereydoon_shahr,isfahan,89,303,214,3.627539996322177e-05,0.29372937293729373,0.267487816430641,2025-12-11,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
1960,lavandevil,gilan,124,300,176,3.5916237587348287e-05,0.41333333333333333,0.37924028076435895,2025-11-27,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
1986,ardestan,isfahan,41,294,253,3.5197912835601326e-05,0.13945578231292516,1.591412140055197,2025-11-23,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
4933,ataghor,gilan,123,286,163,3.4240146499938704e-05,0.43006993006993005,0.5082866479452934,2025-12-11,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
4353,jask,hormozgan,86,274,188,3.280349699644477e-05,0.31386861313868614,2.5027975744306645,2025-12-09,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
3364,asara,alborz,32,258,226,3.088796432511953e-05,0.12403100775193798,0.7658926387528685,2025-12-18,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
4138,zarrinshahr,isfahan,61,248,187,2.9690756405541252e-05,0.24596774193548387,0.9318833414472918,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
4247,baladeh,mazandaran,75,243,168,2.9092152445752116e-05,0.30864197530864196,0.736817452153624,2025-11-27,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
7285,baghbahadoran,isfahan,53,242,189,2.897243165379429e-05,0.2190082644628099,1.566983646787296,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
2854,choobar,gilan,77,236,159,2.825410690204732e-05,0.326271186440678,0.5250961017790395,2025-11-26,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
3837,badrood,isfahan,114,226,112,2.7056898982469046e-05,0.504424778761062,0.6999742547225123,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
5309,golbahar,khorasan_razavi,113,224,111,2.681745739855339e-05,0.5044642857142857,1.776574766011565,2025-12-01,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
1054,daregaz,khorasan_razavi,57,221,164,2.6458295022679907e-05,0.2579185520361991,0.7462148618442285,2025-11-23,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
1460,mahabad_esf,isfahan,0,215,215,2.573997027093294e-05,0.0,,2025-12-11,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
7613,vajargah,gilan,35,207,172,2.478220393527032e-05,0.16908212560386474,1.018697383040551,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
9508,rostamkola,mazandaran,86,203,117,2.430332076743901e-05,0.4236453201970443,0.5753137880811537,2025-11-23,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
3478,behnamir,mazandaran,41,200,159,2.3944158391565526e-05,0.205,1.3139949274248344,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
1572,mashhadsamen,khorasan_razavi,67,196,129,2.3465275223734218e-05,0.34183673469387754,1.126293953629097,2025-11-30,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
3870,koomleh,gilan,61,180,119,2.1549742552408975e-05,0.3388888888888889,1.398783501441561,2025-11-26,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
1524,abu_musa,hormozgan,103,163,60,1.9514489089125905e-05,0.6319018404907976,0.5966141241447849,2025-11-25,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
6430,chenaran,khorasan_razavi,17,163,146,1.9514489089125905e-05,0.10429447852760736,1.6709996208896896,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
4879,golestan,tehran,138,162,24,1.9394768297168077e-05,0.8518518518518519,1.0912218726784144,2025-11-23,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
6563,sabashahr,tehran,80,161,81,1.927504750521025e-05,0.4968944099378882,1.915432584833277,2025-12-11,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
6613,rodboneh,gilan,40,152,112,1.81975603775898e-05,0.2631578947368421,0.7210934351959573,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
